pair_id,citing_official_year,citing_query_doi,citing_resolved_doi,citing_title,citing_pdf_path,citing_note_path,cited_official_year,cited_query_doi,cited_resolved_doi,cited_title,cited_pdf_path,cited_note_path,matched_reference_count,match_type_breakdown,matched_reference_evidence_json
10.1509_jmkr.47.5.955__cites__10.1509_jmkr.43.1.15,2010,10.1509/jmkr.47.5.955,10.1509/jmkr.47.5.955,The Orientation-Matching Hypothesis: An Emotion-Specificity Approach to Affect Regulation,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.955.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.955.json,2006,10.1509/jmkr.43.1.015,10.1509/jmkr.43.1.15,Understanding Regulatory Fit,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.015.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.1.15.json,1,"{""doi"": 1}","[{""reference_index"": 1, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.1.15"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.967__cites__10.1509_jmkr.43.1.1,2010,10.1509/jmkr.47.5.967,10.1509/jmkr.47.5.967,An Assessment of Chronic Regulatory Focus Measures,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.967.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.967.json,2006,10.1509/jmkr.43.1.1,10.1509/jmkr.43.1.1,How Regulatory Fit Affects Value in Consumer Choices and Opinions,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.1.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.1.1.json,1,"{""doi"": 1}","[{""reference_index"": 3, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.1.1"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.967__cites__10.1509_jmkr.43.1.15,2010,10.1509/jmkr.47.5.967,10.1509/jmkr.47.5.967,An Assessment of Chronic Regulatory Focus Measures,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.967.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.967.json,2006,10.1509/jmkr.43.1.015,10.1509/jmkr.43.1.15,Understanding Regulatory Fit,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.015.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.1.15.json,1,"{""doi"": 1}","[{""reference_index"": 2, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.1.15"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.967__cites__10.1509_jmkr.43.1.28,2010,10.1509/jmkr.47.5.967,10.1509/jmkr.47.5.967,An Assessment of Chronic Regulatory Focus Measures,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.967.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.967.json,2006,10.1509/jmkr.43.1.28,10.1509/jmkr.43.1.28,The Role of Regulatory Focus in Preference Construction,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.28.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.1.28.json,1,"{""doi"": 1}","[{""reference_index"": 38, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.1.28"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.967__cites__10.1509_jmkr.44.2.251,2010,10.1509/jmkr.47.5.967,10.1509/jmkr.47.5.967,An Assessment of Chronic Regulatory Focus Measures,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.967.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.967.json,2007,10.1509/jmkr.44.2.251,10.1509/jmkr.44.2.251,Adoption of New and Really New Products: The Effects of Self-Regulation Systems and Risk Salience,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.2.251.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.44.2.251.json,1,"{""doi"": 1}","[{""reference_index"": 14, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.44.2.251"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.967__cites__10.1509_jmkr.44.4.671,2010,10.1509/jmkr.47.5.967,10.1509/jmkr.47.5.967,An Assessment of Chronic Regulatory Focus Measures,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.967.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.967.json,2007,10.1509/jmkr.44.4.671,10.1509/jmkr.44.4.671,The Impact of Regulatory Focus on Adolescents’ Response to Antismoking Advertising Campaigns,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.4.671.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.44.4.671.json,1,"{""doi"": 1}","[{""reference_index"": 40, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.44.4.671"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.5.983__cites__10.1509_jmkr.45.3.307,2010,10.1509/jmkr.47.5.983,10.1509/jmkr.47.5.983,The Effect of Reference Point Diagnosticity on Attractiveness and Intentions Ratings,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.983.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.5.983.json,2008,10.1509/jmkr.45.3.307,10.1509/jmkr.45.3.307,As Time Goes By: Do Cold Feet Follow Warm Intentions for Really New versus Incrementally New Products?,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.3.307.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.45.3.307.json,1,"{""doi"": 1}","[{""reference_index"": 2, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.45.3.307"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1011__cites__10.1509_jmkr.41.1.86.25087,2010,10.1509/jmkr.47.6.1011,10.1509/jmkr.47.6.1011,What Makes Consumers Willing to Pay a Price Premium for National Brands over Private Labels?,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1011.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1011.json,2004,10.1509/jmkr.41.1.86.25087,10.1509/jmkr.41.1.86.25087,"Performance of Store Brands: A Cross-Country Analysis of Consumer Store-Brand Preferences, Perceptions, and Risk",data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.1.86.25087.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.41.1.86.25087.json,1,"{""doi"": 1}","[{""reference_index"": 18, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.41.1.86.25087"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1011__cites__10.1509_jmkr.44.2.185,2010,10.1509/jmkr.47.6.1011,10.1509/jmkr.47.6.1011,What Makes Consumers Willing to Pay a Price Premium for National Brands over Private Labels?,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1011.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1011.json,2007,10.1509/jmkr.44.2.185,10.1509/jmkr.44.2.185,Customer Loyalty to Whom? Managing the Benefits and Risks of Salesperson-Owned Loyalty,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.2.185.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.44.2.185.json,1,"{""doi"": 1}","[{""reference_index"": 43, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.44.2.185"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1011__cites__10.1509_jmkr.46.5.623,2010,10.1509/jmkr.47.6.1011,10.1509/jmkr.47.6.1011,What Makes Consumers Willing to Pay a Price Premium for National Brands over Private Labels?,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1011.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1011.json,2009,10.1509/jmkr.46.5.623,10.1509/jmkr.46.5.623,The Role of National Culture in Advertising's Sensitivity to Business Cycles: An Investigation across Continents,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.5.623.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.46.5.623.json,1,"{""doi"": 1}","[{""reference_index"": 15, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.46.5.623"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1025__cites__10.1509_jmkr.39.4.479.19124,2010,10.1509/jmkr.47.6.1025,10.1509/jmkr.47.6.1025,Sales Drops from Closing Shops: Assessing the Impact of Store Outlet Closures on Retail Chain Revenue,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1025.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1025.json,2002,10.1509/jmkr.39.4.479.19124,10.1509/jmkr.39.4.479.19124,An Empirical Comparison of Logit Choice Models with Discrete versus Continuous Representations of Heterogeneity,data\jmr_2000_2025\pdfs\2002\10.1509_jmkr.39.4.479.19124.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.39.4.479.19124.json,1,"{""doi"": 1}","[{""reference_index"": 2, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.39.4.479.19124"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1025__cites__10.1509_jmkr.40.2.146.19229,2010,10.1509/jmkr.47.6.1025,10.1509/jmkr.47.6.1025,Sales Drops from Closing Shops: Assessing the Impact of Store Outlet Closures on Retail Chain Revenue,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1025.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1025.json,2003,10.1509/jmkr.40.2.146.19229,10.1509/jmkr.40.2.146.19229,The Effect of Forced Choice on Choice,data\jmr_2000_2025\pdfs\2003\10.1509_jmkr.40.2.146.19229.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.40.2.146.19229.json,1,"{""doi"": 1}","[{""reference_index"": 13, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.40.2.146.19229"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1025__cites__10.1509_jmkr.43.4.536,2010,10.1509/jmkr.47.6.1025,10.1509/jmkr.47.6.1025,Sales Drops from Closing Shops: Assessing the Impact of Store Outlet Closures on Retail Chain Revenue,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1025.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1025.json,2006,10.1509/jmkr.43.4.536,10.1509/jmkr.43.4.536,The Short- and Long-Term Impact of an Assortment Reduction on Category Sales,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.4.536.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.4.536.json,1,"{""doi"": 1}","[{""reference_index"": 39, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.4.536"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1041__cites__10.1509_jmkr.41.1.7.25084,2010,10.1509/jmkr.47.6.1041,10.1509/jmkr.47.6.1041,"Customer Satisfaction, Analyst Stock Recommendations, and Firm Value",data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1041.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1041.json,2004,10.1509/jmkr.41.1.7.25084,10.1509/jmkr.41.1.7.25084,Valuing Customers,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.1.7.25084.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.41.1.7.25084.json,1,"{""doi"": 1}","[{""reference_index"": 59, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.41.1.7.25084"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1041__cites__10.1509_jmkr.46.5.703,2010,10.1509/jmkr.47.6.1041,10.1509/jmkr.47.6.1041,"Customer Satisfaction, Analyst Stock Recommendations, and Firm Value",data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1041.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1041.json,2009,10.1509/jmkr.46.5.703,10.1509/jmkr.46.5.703,Does Customer Satisfaction Matter to Investors? Findings from the Bond Market,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.5.703.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.46.5.703.json,1,"{""doi"": 1}","[{""reference_index"": 8, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.46.5.703"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1041__cites__10.1509_jmkr.47.1.28,2010,10.1509/jmkr.47.6.1041,10.1509/jmkr.47.6.1041,"Customer Satisfaction, Analyst Stock Recommendations, and Firm Value",data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1041.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1041.json,2010,10.1509/jmkr.47.1.28,10.1509/jmkr.47.1.28,The Effect of Customer Satisfaction on Consumer Spending Growth,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.28.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.1.28.json,1,"{""doi"": 1}","[{""reference_index"": 50, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.1.28"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1041__cites__10.1509_jmkr.47.4.672,2010,10.1509/jmkr.47.6.1041,10.1509/jmkr.47.6.1041,"Customer Satisfaction, Analyst Stock Recommendations, and Firm Value",data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1041.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1041.json,2010,10.1509/jmkr.47.4.672,10.1509/jmkr.47.4.672,Mind-Set Metrics in Market Response Models: An Integrative Approach,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.672.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.4.672.json,1,"{""doi"": 1}","[{""reference_index"": 115, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.4.672"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1059__cites__10.1509_jmkr.43.3.374,2010,10.1509/jmkr.47.6.1059,10.1509/jmkr.47.6.1059,Making Products Feel Special: When Metacognitive Difficulty Enhances Evaluation,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1059.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1059.json,2006,10.1509/jmkr.43.3.374,10.1509/jmkr.43.3.374,Between Two Brands: A Goal Fluency Account of Brand Evaluation,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.3.374.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.3.374.json,1,"{""doi"": 1}","[{""reference_index"": 15, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.3.374"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1059__cites__10.1509_jmkr.44.3.347,2010,10.1509/jmkr.47.6.1059,10.1509/jmkr.47.6.1059,Making Products Feel Special: When Metacognitive Difficulty Enhances Evaluation,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1059.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1059.json,2007,10.1509/jmkr.44.3.347,10.1509/jmkr.44.3.347,Preference Fluency in Choice,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.3.347.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.44.3.347.json,1,"{""doi"": 1}","[{""reference_index"": 17, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.44.3.347"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.37.1.32.18716,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2000,10.1509/jmkr.37.1.32.18716,10.1509/jmkr.37.1.32.18716,"Which Ad Works, When, Where, and how Often? Modeling the Effects of Direct Television Advertising",data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.1.32.18716.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.37.1.32.18716.json,1,"{""doi"": 1}","[{""reference_index"": 50, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.37.1.32.18716"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.38.4.399.18908,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2001,10.1509/jmkr.38.4.399.18908,10.1509/jmkr.38.4.399.18908,What to Say When: Advertising Appeals in Evolving Markets,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.4.399.18908.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.38.4.399.18908.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.38.4.399.18908"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.39.4.391.19118,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2002,10.1509/jmkr.39.4.391.19118,10.1509/jmkr.39.4.391.19118,Assessing When Increased Media Weight of Real-World Advertisements Helps Sales,data\jmr_2000_2025\pdfs\2002\10.1509_jmkr.39.4.391.19118.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.39.4.391.19118.json,1,"{""doi"": 1}","[{""reference_index"": 29, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.39.4.391.19118"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.40.4.375.19385,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2003,10.1509/jmkr.40.4.375.19385,10.1509/jmkr.40.4.375.19385,Understanding the Impact of Synergy in Multimedia Communications,data\jmr_2000_2025\pdfs\2003\10.1509_jmkr.40.4.375.19385.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.40.4.375.19385.json,1,"{""doi"": 1}","[{""reference_index"": 36, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.40.4.375.19385"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.2005.42.3.278,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2005,10.1509/jmkr.2005.42.3.278,10.1509/jmkr.2005.42.3.278,Temporal Differences in the Role of Marketing Communication in New Product Categories,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.278.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.2005.42.3.278.json,1,"{""doi"": 1}","[{""reference_index"": 38, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.2005.42.3.278"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1078__cites__10.1509_jmkr.45.2.211,2010,10.1509/jmkr.47.6.1078,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1078.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1078.json,2008,10.1509/jmkr.45.2.211,10.1509/jmkr.45.2.211,The Effect of Competitive Advertising Interference on Sales for Packaged Goods,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.2.211.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.45.2.211.json,1,"{""doi"": 1}","[{""reference_index"": 13, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.45.2.211"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1090__cites__10.1509_jmkr.37.1.60.18718,2010,10.1509/jmkr.47.6.1090,10.1509/jmkr.47.6.1090,Price-Framing Effects on the Purchase of Hedonic and Utilitarian Bundles,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1090.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1090.json,2000,10.1509/jmkr.37.1.60.18718,10.1509/jmkr.37.1.60.18718,Consumer Choice between Hedonic and Utilitarian Goods,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.1.60.18718.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.37.1.60.18718.json,1,"{""doi"": 1}","[{""reference_index"": 4, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.37.1.60.18718"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1090__cites__10.1509_jmkr.39.2.155.19084,2010,10.1509/jmkr.47.6.1090,10.1509/jmkr.47.6.1090,Price-Framing Effects on the Purchase of Hedonic and Utilitarian Bundles,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1090.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1090.json,2002,10.1509/jmkr.39.2.155.19084,10.1509/jmkr.39.2.155.19084,Earning the Right to Indulge: Effort as a Determinant of Customer Preferences toward Frequency Program Rewards,data\jmr_2000_2025\pdfs\2002\10.1509_jmkr.39.2.155.19084.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.39.2.155.19084.json,1,"{""doi"": 1}","[{""reference_index"": 15, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.39.2.155.19084"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1090__cites__10.1509_jmkr.42.1.43.56889,2010,10.1509/jmkr.47.6.1090,10.1509/jmkr.47.6.1090,Price-Framing Effects on the Purchase of Hedonic and Utilitarian Bundles,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1090.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1090.json,2005,10.1509/jmkr.42.1.43.56889,10.1509/jmkr.42.1.43.56889,Justification Effects on Consumer Choice of Hedonic and Utilitarian Goods,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.43.56889.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.42.1.43.56889.json,1,"{""doi"": 1}","[{""reference_index"": 19, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.42.1.43.56889"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1090__cites__10.1509_jmkr.43.2.259,2010,10.1509/jmkr.47.6.1090,10.1509/jmkr.47.6.1090,Price-Framing Effects on the Purchase of Hedonic and Utilitarian Bundles,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1090.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1090.json,2006,10.1509/jmkr.43.2.259,10.1509/jmkr.43.2.259,Licensing Effect in Consumer Choice,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.2.259.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.2.259.json,1,"{""doi"": 1}","[{""reference_index"": 12, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.2.259"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmkr.47.6.1100__cites__10.1509_jmkr.38.4.445.18909,2010,10.1509/jmkr.47.6.1100,10.1509/jmkr.47.6.1100,Quantity-Discount-Dependent Consumer Preferences and Competitive Nonlinear Pricing,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1100.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.6.1100.json,2001,10.1509/jmkr.38.4.445.18909,10.1509/jmkr.38.4.445.18909,Understanding Reference-Price Shoppers: A Within- and Cross-Category Analysis,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.4.445.18909.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.38.4.445.18909.json,1,"{""doi"": 1}","[{""reference_index"": 13, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.38.4.445.18909"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
