pair_id,status,response_id,model,requested_reasoning_effort,returned_reasoning_effort,triage_decision,output_path,raw_response_path,error_path,input_tokens,output_tokens,total_tokens,error
10.1509_jmr.10.0155__cites__10.1509_jmkr.47.4.738,ok,resp_005b20c335200bc40169dbf76a32208191b21d150e22a9edc8,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0155__cites__10.1509_jmkr.47.4.738.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0155__cites__10.1509_jmkr.47.4.738.json,,2333,622,2955,
10.1509_jmr.10.0164__cites__10.1509_jmkr.46.4.435,ok,resp_0b8416ea180febe00169dbf76ad50c81919ce5d3ed3d250bd4,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0164__cites__10.1509_jmkr.46.4.435.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0164__cites__10.1509_jmkr.46.4.435.json,,2309,646,2955,
10.1509_jmr.10.0183__cites__10.1509_jmkr.37.1.16.18723,ok,resp_0a3f6dbdbdf4f78d0169dbf76e156881919c45ab5753a4d908,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.37.1.16.18723.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.37.1.16.18723.json,,2375,693,3068,
10.1509_jmr.10.0183__cites__10.1509_jmkr.41.2.166.28669,ok,resp_07024bf979c8fad30169dbf76f850c81919d3ac231a196a52f,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.41.2.166.28669.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.41.2.166.28669.json,,2333,402,2735,
10.1509_jmr.10.0183__cites__10.1509_jmkr.41.4.448.47017,ok,resp_058d9921c490e0ba0169dbf76f9fbc8191af3a07d602332002,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.41.4.448.47017.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.41.4.448.47017.json,,2478,450,2928,
10.1509_jmr.10.0183__cites__10.1509_jmkr.47.4.577,ok,resp_041552d9b038986d0169dbf76faaac8191979c7c289460265c,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.4.577.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.4.577.json,,2407,696,3103,
10.1509_jmr.10.0183__cites__10.1509_jmkr.47.5.791,ok,resp_0ef2549c7da3d1f40169dbf7705034819197c57eaf22503b2e,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.5.791.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.5.791.json,,2374,366,2740,
10.1509_jmr.10.0183__cites__10.1509_jmkr.47.6.1011,ok,resp_04f55c7dcf64c6300169dbf772ecf481918089fcb3329434c3,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.6.1011.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0183__cites__10.1509_jmkr.47.6.1011.json,,2454,738,3192,
10.1509_jmr.10.0197__cites__10.1509_jmkr.37.2.215.18729,ok,resp_04c64aea86f58aad0169dbf773bd4c8191a0b7341942d6821b,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0197__cites__10.1509_jmkr.37.2.215.18729.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0197__cites__10.1509_jmkr.37.2.215.18729.json,,2440,446,2886,
10.1509_jmr.10.0207__cites__10.1509_jmkr.40.4.437.19393,ok,resp_032616919764d9b90169dbf7751eac819199bff1397229ac04,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0207__cites__10.1509_jmkr.40.4.437.19393.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0207__cites__10.1509_jmkr.40.4.437.19393.json,,2239,313,2552,
10.1509_jmr.10.0244__cites__10.1509_jmkr.40.1.54.19133,ok,resp_0d9e1094109408c90169dbf77628d081919dde0ddd50b65afb,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0244__cites__10.1509_jmkr.40.1.54.19133.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0244__cites__10.1509_jmkr.40.1.54.19133.json,,2349,316,2665,
10.1509_jmr.10.0244__cites__10.1509_jmkr.47.2.263,ok,resp_08cdd41da50aae960169dbf77683388191a7903530a5430391,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0244__cites__10.1509_jmkr.47.2.263.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0244__cites__10.1509_jmkr.47.2.263.json,,2290,325,2615,
10.1509_jmr.10.0244__cites__10.1509_jmkr.47.5.955,ok,resp_0f1211dc6a8c20240169dbf77ce1208191bde7a38a0c80d6f2,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0244__cites__10.1509_jmkr.47.5.955.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0244__cites__10.1509_jmkr.47.5.955.json,,2387,351,2738,
10.1509_jmr.10.0256__cites__10.1509_jmkr.43.1.84,ok,resp_04ea1c6d1cad7bc10169dbf77d7c0481918a5e579f4123fe24,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0256__cites__10.1509_jmkr.43.1.84.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0256__cites__10.1509_jmkr.43.1.84.json,,2190,467,2657,
10.1509_jmr.10.0256__cites__10.1509_jmkr.45.5.519,ok,resp_0092a72c32fb9e380169dbf77df1e48191b8fb85a3d9a86558,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0256__cites__10.1509_jmkr.45.5.519.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0256__cites__10.1509_jmkr.45.5.519.json,,2250,507,2757,
10.1509_jmr.10.0256__cites__10.1509_jmkr.47.4.577,ok,resp_0ccd5658cfe197110169dbf77ed7fc81918e66ebf86de9d243,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0256__cites__10.1509_jmkr.47.4.577.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0256__cites__10.1509_jmkr.47.4.577.json,,2261,353,2614,
10.1509_jmr.10.0353__cites__10.1509_jmkr.43.3.345,ok,resp_0a94e6599457a4f00169dbf780b928819180a1b7b72160bae2,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0353__cites__10.1509_jmkr.43.3.345.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0353__cites__10.1509_jmkr.43.3.345.json,,2232,732,2964,
10.1509_jmr.10.0353__cites__10.1509_jmkr.45.1.1,ok,resp_0dc99a0f8719f79a0169dbf78067c08191b2a60562fec997bd,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0353__cites__10.1509_jmkr.45.1.1.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0353__cites__10.1509_jmkr.45.1.1.json,,2283,532,2815,
10.1509_jmr.10.0353__cites__10.1509_jmkr.48.5.869,ok,resp_041e1c93715e8a270169dbf780cd4c81918daf33ee6e38924b,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0353__cites__10.1509_jmkr.48.5.869.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0353__cites__10.1509_jmkr.48.5.869.json,,2244,404,2648,
10.1509_jmr.10.0354__cites__10.1509_jmkr.45.6.702,ok,resp_0ccc74dcb7a0cb390169dbf781cff881918ba60b6db067f718,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0354__cites__10.1509_jmkr.45.6.702.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0354__cites__10.1509_jmkr.45.6.702.json,,2316,602,2918,
10.1509_jmr.10.0354__cites__10.1509_jmkr.46.5.669,ok,resp_0d755a5432183a920169dbf783a51c8191985d9a24e140d261,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0354__cites__10.1509_jmkr.46.5.669.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0354__cites__10.1509_jmkr.46.5.669.json,,2242,392,2634,
10.1509_jmr.10.0354__cites__10.1509_jmkr.48.1.87,ok,resp_083416fb03f51dc70169dbf78443648191917773d7c10c27d9,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0354__cites__10.1509_jmkr.48.1.87.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0354__cites__10.1509_jmkr.48.1.87.json,,2283,802,3085,
10.1509_jmr.10.0354__cites__10.1509_jmr.08.0468,ok,resp_0231a07ed4092a510169dbf785ae788191bcfe1d60e212b049,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0354__cites__10.1509_jmr.08.0468.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0354__cites__10.1509_jmr.08.0468.json,,2259,460,2719,
10.1509_jmr.10.0395__cites__10.1509_jmkr.39.1.87.18936,ok,resp_05a4cf9c407d6bf90169dbf7858eb08191843cebfdc5783fe1,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0395__cites__10.1509_jmkr.39.1.87.18936.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0395__cites__10.1509_jmkr.39.1.87.18936.json,,2441,939,3380,
10.1509_jmr.10.0395__cites__10.1509_jmkr.43.3.420,ok,resp_0fb531687f2d7d5c0169dbf786eb4081918f704ae6692674df,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0395__cites__10.1509_jmkr.43.3.420.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0395__cites__10.1509_jmkr.43.3.420.json,,2361,439,2800,
10.1509_jmr.10.0395__cites__10.1509_jmkr.45.3.280,ok,resp_0dbbf8bc0dbbb37d0169dbf7876724819197743ee6875723b4,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0395__cites__10.1509_jmkr.45.3.280.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0395__cites__10.1509_jmkr.45.3.280.json,,2374,771,3145,
10.1509_jmr.10.0428__cites__10.1509_jmkr.40.4.406.19394,ok,resp_063aefb9e8a73e2d0169dbf78823948191a2e585cf700b4284,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0428__cites__10.1509_jmkr.40.4.406.19394.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0428__cites__10.1509_jmkr.40.4.406.19394.json,,2466,560,3026,
10.1509_jmr.10.0428__cites__10.1509_jmkr.45.3.307,ok,resp_0b7bbc579bc0ac6f0169dbf789395c81919673886cf2ef0c62,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0428__cites__10.1509_jmkr.45.3.307.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0428__cites__10.1509_jmkr.45.3.307.json,,2500,507,3007,
10.1509_jmr.10.0428__cites__10.1509_jmkr.46.1.46,ok,resp_0c8ec1be9e53a0610169dbf789f678819189dca06ba78f4e58,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0428__cites__10.1509_jmkr.46.1.46.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0428__cites__10.1509_jmkr.46.1.46.json,,2426,472,2898,
10.1509_jmr.10.0428__cites__10.1509_jmkr.48.3.532,ok,resp_033d5f520b81d6fa0169dbf78a602c8191b787d3e8af92a952,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0428__cites__10.1509_jmkr.48.3.532.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0428__cites__10.1509_jmkr.48.3.532.json,,2455,403,2858,
10.1509_jmr.10.0437__cites__10.1509_jmkr.47.1.63,ok,resp_0399b0bae4636ae20169dbf78a5e148191a83145619607b8b5,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0437__cites__10.1509_jmkr.47.1.63.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0437__cites__10.1509_jmkr.47.1.63.json,,2264,401,2665,
10.1509_jmr.10.0444__cites__10.1509_jmkr.37.4.397.18788,ok,resp_0c89950f08eead090169dbf78fcd108191a97d123a757ef4bf,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0444__cites__10.1509_jmkr.37.4.397.18788.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0444__cites__10.1509_jmkr.37.4.397.18788.json,,2312,435,2747,
10.1509_jmr.10.0444__cites__10.1509_jmkr.39.2.242.19081,ok,resp_00ad8af18b14e0270169dbf79093b481918f599fc793c0055e,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0444__cites__10.1509_jmkr.39.2.242.19081.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0444__cites__10.1509_jmkr.39.2.242.19081.json,,2356,592,2948,
10.1509_jmr.10.0444__cites__10.1509_jmkr.43.2.212,ok,resp_08d07a0b8bf67c170169dbf79345508191bf37885433330c67,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0444__cites__10.1509_jmkr.43.2.212.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0444__cites__10.1509_jmkr.43.2.212.json,,2361,399,2760,
10.1509_jmr.10.0444__cites__10.1509_jmkr.44.4.529,ok,resp_0ed30ee7bb3dc07c0169dbf793bea08191a93699b7b05ef01c,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0444__cites__10.1509_jmkr.44.4.529.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0444__cites__10.1509_jmkr.44.4.529.json,,2305,383,2688,
10.1509_jmr.10.0444__cites__10.1509_jmkr.48.4.633,ok,resp_0125d2af6b57aa070169dbf793c1fc8191b243767b14177e98,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0444__cites__10.1509_jmkr.48.4.633.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0444__cites__10.1509_jmkr.48.4.633.json,,2254,284,2538,
10.1509_jmr.10.0490__cites__10.1509_jmkr.37.1.60.18718,ok,resp_06f8a3a4b16a84830169dbf7948a988191898a562a59268b59,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0490__cites__10.1509_jmkr.37.1.60.18718.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0490__cites__10.1509_jmkr.37.1.60.18718.json,,2372,501,2873,
10.1509_jmr.10.0490__cites__10.1509_jmkr.40.2.146.19229,ok,resp_0415530e3076de1c0169dbf7945ab88191a643b01f569a78d1,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0490__cites__10.1509_jmkr.40.2.146.19229.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0490__cites__10.1509_jmkr.40.2.146.19229.json,,2352,765,3117,
10.1509_jmr.10.0490__cites__10.1509_jmkr.43.2.259,ok,resp_03b8ca22945e05b30169dbf794c4f88191ad7ba253eb6acae9,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0490__cites__10.1509_jmkr.43.2.259.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0490__cites__10.1509_jmkr.43.2.259.json,,2276,416,2692,
10.1509_jmr.10.0508__cites__10.1509_jmkr.41.4.457.47014,ok,resp_0cac7f376f804c4d0169dbf794f9588191a684fc7e39ae87e2,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0508__cites__10.1509_jmkr.41.4.457.47014.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0508__cites__10.1509_jmkr.41.4.457.47014.json,,2438,376,2814,
10.1509_jmr.10.0508__cites__10.1509_jmkr.43.4.642,ok,resp_0a628f7166740fc40169dbf797facc8191a1f48c1a339bb5bd,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0508__cites__10.1509_jmkr.43.4.642.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0508__cites__10.1509_jmkr.43.4.642.json,,2259,340,2599,
10.1509_jmr.10.0510__cites__10.1509_jmkr.44.3.370,ok,resp_095decbca76dd2900169dbf79852b881918c2bf86c779e0b40,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0510__cites__10.1509_jmkr.44.3.370.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0510__cites__10.1509_jmkr.44.3.370.json,,2346,602,2948,
10.1509_jmr.10.0511__cites__10.1509_jmkr.37.1.60.18718,ok,resp_02c42cf2676ebbd20169dbf798f7fc81919c55c0bb88b99c42,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0511__cites__10.1509_jmkr.37.1.60.18718.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0511__cites__10.1509_jmkr.37.1.60.18718.json,,2389,466,2855,
10.1509_jmr.10.0511__cites__10.1509_jmkr.39.2.228.19086,ok,resp_038fe9b5947e87470169dbf7996a108191a8d978b89043b3da,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0511__cites__10.1509_jmkr.39.2.228.19086.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0511__cites__10.1509_jmkr.39.2.228.19086.json,,2501,359,2860,
10.1509_jmr.10.0511__cites__10.1509_jmkr.42.1.43.56889,ok,resp_090340690fd213350169dbf79c04cc819193afb144a1ef115d,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0511__cites__10.1509_jmkr.42.1.43.56889.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0511__cites__10.1509_jmkr.42.1.43.56889.json,,2392,391,2783,
10.1509_jmr.10.0511__cites__10.1509_jmkr.48.5.827,ok,resp_0fbf475b105910ff0169dbf79d72a881919bb1e684ce48a74f,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1509_jmr.10.0511__cites__10.1509_jmkr.48.5.827.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1509_jmr.10.0511__cites__10.1509_jmkr.48.5.827.json,,2430,446,2876,
