citing_official_year,citing_resolved_doi,citing_title,cited_official_year,cited_resolved_doi,cited_title,matched_reference_count,match_type_breakdown
2012,10.1509/jmr.07.0418,The Effects of Brand Name Structure on Brand Extension Evaluations and Parent Brand Dilution,2001,10.1509/jmkr.38.1.14.18836,Entrenched Knowledge Structures and Consumer Response to New Products,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0418,The Effects of Brand Name Structure on Brand Extension Evaluations and Parent Brand Dilution,2001,10.1509/jmkr.38.4.494.18901,Do We Really Know how Consumers Evaluate Brand Extensions? Empirical Generalizations Based on Secondary Analysis of Eight Studies,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2004,10.1509/jmkr.41.2.166.28669,The Dynamic Effect of Innovation on Market Structure,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2006,10.1509/jmkr.43.2.287,An Empirical Investigation of Signaling in the Motion Picture Industry,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2010,10.1509/jmkr.47.3.444,Forecasting Marketing-Mix Responsiveness for New Products,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2010,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2011,10.1509/jmkr.48.1.87,From Generic to Branded: A Model of Spillover in Paid Search Advertising,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2011,10.1509/jmkr.48.2.238,Online Social Interactions: A Natural Experiment on Word of Mouth versus Observational Learning,1,"{""doi"": 1}"
2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,2011,10.1509/jmkr.48.3.444,The Value of Social Dynamics in Online Product Ratings Forums,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0060,The Importance of the Context in Brand Extension: How Pictures and Comparisons Shift Consumers' Focus from Fit to Quality,2005,10.1509/jmkr.2005.42.4.495,Does Loving a Brand Mean Loving Its Products? the Role of Brand-Elicited Affect in Brand Extension Evaluations,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0060,The Importance of the Context in Brand Extension: How Pictures and Comparisons Shift Consumers' Focus from Fit to Quality,2001,10.1509/jmkr.38.3.326.18864,Threats to the External Validity of Brand Extension Research,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0060,The Importance of the Context in Brand Extension: How Pictures and Comparisons Shift Consumers' Focus from Fit to Quality,2001,10.1509/jmkr.38.4.494.18901,Do We Really Know how Consumers Evaluate Brand Extensions? Empirical Generalizations Based on Secondary Analysis of Eight Studies,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0060,The Importance of the Context in Brand Extension: How Pictures and Comparisons Shift Consumers' Focus from Fit to Quality,2009,10.1509/jmkr.46.1.46,The Role of Imagination-Focused Visualization on New Product Evaluation,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0205,Influence of Warm versus Cool Temperatures on Consumer Choice: A Resource Depletion Account,2003,10.1509/jmkr.40.1.10.19128,Does it Make Sense to Use Scents to Enhance Brand Memory?,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0205,Influence of Warm versus Cool Temperatures on Consumer Choice: A Resource Depletion Account,2009,10.1509/jmkr.46.1.37,The Influence of Self-View on Context Effects: How Display Fixtures Can Affect Product Evaluations,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0205,Influence of Warm versus Cool Temperatures on Consumer Choice: A Resource Depletion Account,2009,10.1509/jmkr.46.3.344,Deciding without Resources: Resource Depletion and Choice in Context,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0355,Investing for Retirement: The Moderating Effect of Fund Assortment Size on the 1/N Heuristic,2008,10.1509/jmkr.45.3.362,Disposition Effects and Underlying Mechanisms in E-Trading of Stocks,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0355,Investing for Retirement: The Moderating Effect of Fund Assortment Size on the 1/N Heuristic,2009,10.1509/jmkr.46.3.344,Deciding without Resources: Resource Depletion and Choice in Context,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0405,When High-Similarity Copycats Lose and Moderate-Similarity Copycats Gain: The Impact of Comparative Evaluation,2010,10.1509/jmkr.47.4.659,"Categories Create Mind-Sets: The Effect of Exposure to Broad versus Narrow Categorizations on Subsequent, Unrelated Decisions",1,"{""doi"": 1}"
2012,10.1509/jmr.08.0405,When High-Similarity Copycats Lose and Moderate-Similarity Copycats Gain: The Impact of Comparative Evaluation,2010,10.1509/jmkr.47.6.1011,What Makes Consumers Willing to Pay a Price Premium for National Brands over Private Labels?,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0499,Does Online Community Participation Foster Risky Financial Behavior?,2002,10.1509/jmkr.39.1.61.18935,The Field behind the Screen: Using Netnography for Marketing Research in Online Communities,1,"{""doi"": 1}"
2012,10.1509/jmr.08.0499,Does Online Community Participation Foster Risky Financial Behavior?,2008,10.1509/jmkr.45.4.414,Gender Jeopardy in Financial Risk Taking,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0007,Suspicious Minds: Exploring Neural Processes during Exposure to Deceptive Advertising,2007,10.1509/jmkr.44.1.114,"The Defensive Consumer: Advertising Deception, Defensive Processing, and Distrust",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0007,Suspicious Minds: Exploring Neural Processes during Exposure to Deceptive Advertising,2009,10.1509/jmkr.46.1.1,Trade-Off Aversion as an Explanation for the Attraction Effect: A Functional Magnetic Resonance Imaging Study,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0007,Suspicious Minds: Exploring Neural Processes during Exposure to Deceptive Advertising,2009,10.1509/jmkr.46.1.14,Commentaries and Rejoinder to “Trade-Off Aversion as an Explanation for the Attraction Effect: A Functional Magnetic Resonance Imaging Study”: Integrating Neural and Decision Sciences: Convergence and Constraints,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0007,Suspicious Minds: Exploring Neural Processes during Exposure to Deceptive Advertising,2009,10.1509/jmkr.46.1.17,Using fMRI to Inform Marketing Research: Challenges and Opportunities,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0007,Suspicious Minds: Exploring Neural Processes during Exposure to Deceptive Advertising,2009,10.1509/jmkr.46.5.653,A Sales Force–Specific Theory-of-Mind Scale: Tests of Its Validity by Classical Methods and Functional Magnetic Resonance Imaging,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0103,A Reference Price Theory of the Endowment Effect,2005,10.1509/jmkr.42.2.119.62292,The Boundaries of Loss Aversion,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0103,A Reference Price Theory of the Endowment Effect,2005,10.1509/jmkr.42.2.129.62286,"Three Cheers—Psychological, Theoretical, Empirical—for Loss Aversion",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0103,A Reference Price Theory of the Endowment Effect,2005,10.1509/jmkr.42.2.134.62283,When Do Losses Loom Larger than Gains?,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0174,What Drives Key Informant Accuracy?,2002,10.1509/jmkr.39.4.469.19117,Informants in Organizational Marketing Research: Why Use Multiple Informants and how to Aggregate Responses,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0174,What Drives Key Informant Accuracy?,2006,10.1509/jmkr.43.4.693,Salesperson Adaptive Selling Behavior and Customer Orientation: A Meta-Analysis,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0174,What Drives Key Informant Accuracy?,2008,10.1509/jmkr.45.3.261,"Cross-Sectional versus Longitudinal Survey Research: Concepts, Findings, and Guidelines",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2002,10.1509/jmkr.39.2.155.19084,Earning the Right to Indulge: Effort as a Determinant of Customer Preferences toward Frequency Program Rewards,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2003,10.1509/jmkr.40.1.26.19131,Incommensurate Resources: Not Just More of the Same,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2003,10.1509/jmkr.40.4.454.19383,The Idiosyncratic Fit Heuristic: Effort Advantage as a Determinant of Consumer Response to Loyalty Programs,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2004,10.1509/jmkr.41.3.281.35986,The Influence of Loyalty Programs and Short-Term Promotions on Customer Retention,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2006,10.1509/jmkr.43.4.518,"Promotion Profitability for a Retailer: The Role of Promotion, Brand, Category, and Store Characteristics",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,2009,10.1509/jmkr.46.2.190,The Effectiveness of Customized Promotions in Online and Offline Stores,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2005,10.1509/jmkr.2005.42.4.483,Probabilistic Subset-Conjunctive Models for Heterogeneous Consumers,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2000,10.1509/jmkr.37.3.376.18775,Response Latencies in the Analysis of Conjoint Choice Experiments,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2008,10.1509/jmkr.45.2.145,Choice Construction versus Preference Construction: The Instability of Preferences Learned in Context,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2008,10.1509/jmkr.45.5.593,An Integrated Model of Discrete Choice and Response Time,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2010,10.1509/jmkr.47.3.485,"Disjunctions of Conjunctions, Cognitive Simplicity, and Consideration Sets",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0315,Complexity Effects in Choice Experiment–Based Models,2011,10.1509/jmkr.48.1.140,Adaptive Self-Explication of Multiattribute Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0317,The Market Valuation of Outsourcing New Product Development,2003,10.1509/jmkr.40.3.335.19239,Buying Modular Systems in Technology-Intensive Markets,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0317,The Market Valuation of Outsourcing New Product Development,2008,10.1509/jmkr.45.5.519,Dancing with a Giant: The Effect of Wal-Mart's Entry into the United Kingdom on the Performance of European Retailers,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0334,Role of Reference Price on Price and Quantity: Insights from Business-to-Business Markets,2001,10.1509/jmkr.38.4.445.18909,Understanding Reference-Price Shoppers: A Within- and Cross-Category Analysis,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0334,Role of Reference Price on Price and Quantity: Insights from Business-to-Business Markets,2007,10.1509/jmkr.44.2.185,Customer Loyalty to Whom? Managing the Benefits and Risks of Salesperson-Owned Loyalty,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",2005,10.1509/jmkr.2005.42.3.346,Strategic Fit in Industrial Alliances: An Empirical Test of Governance Value Analysis,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",2000,10.1509/jmkr.37.2.227.18735,Control Mechanisms and the Relationship Life Cycle: Implications for Safeguarding Specific Investments and Developing Commitment,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",2003,10.1509/jmkr.40.2.210.19223,Specific Investments in Marketing Relationships: Expropriation and Bonding Effects,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",2007,10.1509/jmkr.44.3.425,"Interfirm Monitoring, Social Contracts, and Relationship Outcomes",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2000,10.1509/jmkr.37.2.203.18734,Consumer Response to Negative Publicity: The Moderating Role of Commitment,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2006,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2006,10.1509/jmkr.43.4.564,A Three-Stage Model of Integrated Marketing Communications at the Marketing-Sales Interface,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2008,10.1509/jmkr.45.1.48,The Impact of Marketing-Induced Versus Word-of-Mouth Customer Acquisition on Customer Equity Growth,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2010,10.1509/jmkr.47.2.215,Deriving Value from Social Commerce Networks,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2011,10.1509/jmkr.48.4.670,Preference Minorities and the Internet,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2011,10.1509/jmkr.48.4.713,Modeling Multiple Relationships in Social Networks,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2011,10.1509/jmkr.48.spl.s130,Microfinance Decision Making: A Field Study of Prosocial Lending,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0467,A General Consumer Preference Model for Experience Products: Application to Internet Recommendation Services,2000,10.1509/jmkr.37.3.363.18779,Internet Recommendation Systems,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0467,A General Consumer Preference Model for Experience Products: Application to Internet Recommendation Services,2003,10.1509/jmkr.40.2.115.19230,A General Choice Model for Bundles with Multiple-Category Products: Application to Market Segmentation and Optimal Pricing for Bundles,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0467,A General Consumer Preference Model for Experience Products: Application to Internet Recommendation Services,2003,10.1509/jmkr.40.3.282.19240,Modeling Interdependent Consumer Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0467,A General Consumer Preference Model for Experience Products: Application to Internet Recommendation Services,2006,10.1509/jmkr.43.3.355,Leveraging Missing Ratings to Improve Online Recommendation Systems,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0467,A General Consumer Preference Model for Experience Products: Application to Internet Recommendation Services,2008,10.1509/jmkr.45.1.77,Recommendation Systems with Purchase Data,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0481,Searching in Choice Mode: Consumer Decision Processes in Product Search with Recommendations,2005,10.1509/jmkr.2005.42.3.313,When Two Rights Make a Wrong: Searching Too Much in Ordered Environments,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0481,Searching in Choice Mode: Consumer Decision Processes in Product Search with Recommendations,2003,10.1509/jmkr.40.2.146.19229,The Effect of Forced Choice on Choice,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0481,Searching in Choice Mode: Consumer Decision Processes in Product Search with Recommendations,2006,10.1509/jmkr.43.4.642,The Neglect of Prescreening Information,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0515,The Influence of Mating Mind-Sets on Brand Extension Evaluation,2005,10.1509/jmkr.2005.42.4.458,Two Roads to Updating Brand Personality Impressions: Trait versus Evaluative Inferencing,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0515,The Influence of Mating Mind-Sets on Brand Extension Evaluation,2001,10.1509/jmkr.38.3.326.18864,Threats to the External Validity of Brand Extension Research,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0515,The Influence of Mating Mind-Sets on Brand Extension Evaluation,2007,10.1509/jmkr.44.3.370,The Shopping Momentum Effect,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0515,The Influence of Mating Mind-Sets on Brand Extension Evaluation,2008,10.1509/jmkr.45.3.337,How Far Can a Brand Stretch? Understanding the Role of Self-Construal,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0515,The Influence of Mating Mind-Sets on Brand Extension Evaluation,2009,10.1509/jmkr.46.3.384,"Fear and Loving in Las Vegas: Evolution, Emotion, and Persuasion",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0528,Investigating Effects of Out-of-Stock on Consumer Stockkeeping Unit Choice,2002,10.1509/jmkr.39.3.304.19106,The Effects of Temporal Consistency of Sales Promotions and Availability on Consumer Choice Behavior,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0528,Investigating Effects of Out-of-Stock on Consumer Stockkeeping Unit Choice,2007,10.1509/jmkr.44.3.434,"Bounded Rationality in Pricing under State-Dependent Demand: Do Firms Look Ahead, and if So, How Far?",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0528,Investigating Effects of Out-of-Stock on Consumer Stockkeeping Unit Choice,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0530,Paying with Money or Effort: Pricing When Customers Anticipate Hassle,2001,10.1509/jmkr.38.3.349.18865,The Role of Market Efficiency Intuitions in Consumer Choice: A Case of Compensatory Inferences,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0530,Paying with Money or Effort: Pricing When Customers Anticipate Hassle,2003,10.1509/jmkr.40.3.249.19241,A Model of Web Site Browsing Behavior Estimated on Clickstream Data,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0530,Paying with Money or Effort: Pricing When Customers Anticipate Hassle,2006,10.1509/jmkr.43.2.212,"Paying Too Much and Being Happy about It: Existence, Causes, and Consequences of Tariff-Choice Biases",1,"{""doi"": 1}"
2012,10.1509/jmr.09.0530,Paying with Money or Effort: Pricing When Customers Anticipate Hassle,2009,10.1509/jmkr.46.4.543,Discounting Time and Time Discounting: Subjective Time Perception and Intertemporal Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0531,The Double-Edged Sword of Signaling Effectiveness: When Salient Cues Curb Postpurchase Consumption,2005,10.1509/jmkr.2005.42.4.383,Placebo Effects of Marketing Actions: Consumers May Get What They Pay For,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0531,The Double-Edged Sword of Signaling Effectiveness: When Salient Cues Curb Postpurchase Consumption,2005,10.1509/jmkr.2005.42.4.431,Feature Fatigue: When Product Capabilities Become Too Much of a Good Thing,1,"{""doi"": 1}"
2012,10.1509/jmr.09.0531,The Double-Edged Sword of Signaling Effectiveness: When Salient Cues Curb Postpurchase Consumption,2008,10.1509/jmkr.45.6.665,The Effect of Partitions on Controlling Consumption,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0021,Empirical Entry Games with Complementarities: An Application to the Shopping Center Industry,2009,10.1509/jmkr.46.4.453,Market Structure and Competition in the Retail Discount Industry,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0028,The Discriminating Consumer: Product Proliferation and Willingness to Pay for Quality,2002,10.1509/jmkr.39.2.228.19086,Measuring Consumers' Willingness to Pay at the Point of Purchase,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0028,The Discriminating Consumer: Product Proliferation and Willingness to Pay for Quality,2004,10.1509/jmkr.41.3.237.35990,Alternative Models for Capturing the Compromise Effect,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0028,The Discriminating Consumer: Product Proliferation and Willingness to Pay for Quality,2009,10.1509/jmkr.46.3.410,Assortment Size and Option Attractiveness in Consumer Choice among Retailers,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0028,The Discriminating Consumer: Product Proliferation and Willingness to Pay for Quality,2010,10.1509/jmkr.47.2.312,"Great Expectations?! Assortment Size, Expectations, and Satisfaction",1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2000,10.1509/jmkr.37.1.16.18723,The Emergence of Market Structure in New Repeat-Purchase Categories: The Interplay of Market Share and Retailer Distribution,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2002,10.1509/jmkr.39.1.1.18939,Using Multimarket Data to Predict Brand Performance in Markets for Which No or Poor Data Exist,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2003,10.1509/jmkr.40.3.282.19240,Modeling Interdependent Consumer Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2003,10.1509/jmkr.40.4.375.19385,Understanding the Impact of Synergy in Multimedia Communications,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2007,10.1509/jmkr.44.1.14,"Consumer Packaged Goods in France: National Brands, Regional Chains, and Local Branding",1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2007,10.1509/jmkr.44.1.23,Another Reason Academics and Practitioners Should Communicate More,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2007,10.1509/jmkr.44.1.26,"National Brands, Local Branding: Conclusions and Future Research Opportunities",1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2007,10.1509/jmkr.44.1.4,"Consumer Packaged Goods in the United States: National Brands, Local Branding",1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2007,10.1509/jmkr.44.4.622,An Econometric Model of Location and Pricing in the Gasoline Market,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2009,10.1509/jmkr.46.2.260,The Role of Spatial Demand on Outlet Location and Pricing,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0029,Spatiotemporal Allocation of Advertising Budgets,2010,10.1509/jmkr.47.1.75,Spatiotemporal Analysis of Imitation Behavior across New Buyers at an Online Grocery Retailer,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0051,Individual Differences in Brand Schematicity,2009,10.1509/jmkr.46.1.92,The Importance of a General Measure of Brand Engagement on Market Behavior: Development and Validation of a Scale,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0051,Individual Differences in Brand Schematicity,2010,10.1509/jmkr.47.6.1177,How and when Alphanumeric Brand Names Affect Consumer Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0083,"It's Not Whether you Win or Lose, It's how you Play the Game? the Role of Process and Outcome in Experience Consumption",2007,10.1509/jmkr.44.3.379,Mental Simulation and Preference Consistency over Time: The Role of Process- versus Outcome-Focused Thoughts,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0083,"It's Not Whether you Win or Lose, It's how you Play the Game? the Role of Process and Outcome in Experience Consumption",2008,10.1509/jmkr.45.3.337,How Far Can a Brand Stretch? Understanding the Role of Self-Construal,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0118,"A Multicategory Model of Consumers' Purchase Incidence, Quantity, and Brand Choice Decisions: Methodological Issues and Implications on Promotional Decisions",2007,10.1509/jmkr.44.4.595,A Discrete–Continuous Model for Multicategory Purchase Behavior of Households,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0155,The Best of Both Worlds? Effects of Attribute-Induced Goal Conflict on Consumption of Healthful Indulgences,2000,10.1509/jmkr.37.1.60.18718,Consumer Choice between Hedonic and Utilitarian Goods,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0155,The Best of Both Worlds? Effects of Attribute-Induced Goal Conflict on Consumption of Healthful Indulgences,2005,10.1509/jmkr.42.1.43.56889,Justification Effects on Consumer Choice of Hedonic and Utilitarian Goods,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0155,The Best of Both Worlds? Effects of Attribute-Induced Goal Conflict on Consumption of Healthful Indulgences,2006,10.1509/jmkr.43.4.605,Can “Low-Fat” Nutrition Labels Lead to Obesity?,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0155,The Best of Both Worlds? Effects of Attribute-Induced Goal Conflict on Consumption of Healthful Indulgences,2007,10.1509/jmkr.44.4.702,Form versus Function: How the Intensities of Specific Emotions Evoked in Functional versus Hedonic Trade-Offs Mediate Product Preferences,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0155,The Best of Both Worlds? Effects of Attribute-Induced Goal Conflict on Consumption of Healthful Indulgences,2010,10.1509/jmkr.47.4.738,Categorization Effects in Value Judgments: Averaging Bias in Evaluating Combinations of Vices and Virtues,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0164,Seeking an Expanding Competitor: How Product Line Expansion Can Increase All Firms' Profits,2009,10.1509/jmkr.46.4.435,Do Switching Costs Make Markets Less Competitive?,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2000,10.1509/jmkr.37.1.16.18723,The Emergence of Market Structure in New Repeat-Purchase Categories: The Interplay of Market Share and Retailer Distribution,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2004,10.1509/jmkr.41.2.166.28669,The Dynamic Effect of Innovation on Market Structure,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2004,10.1509/jmkr.41.4.448.47017,Analyzing Brand Competition across Subcategories,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2010,10.1509/jmkr.47.4.577,When Wal-Mart Enters: How Incumbent Retailers React and how this Affects their Sales Outcomes,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2010,10.1509/jmkr.47.5.791,Proliferating Private-Label Portfolios: How Introducing Economy and Premium Private Labels Influences Brand Choice,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0183,New Products: The Antidote to Private Label Growth?,2010,10.1509/jmkr.47.6.1011,What Makes Consumers Willing to Pay a Price Premium for National Brands over Private Labels?,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0197,Base-Rate Information in Consumer Attributions of Product-Harm Crises,2000,10.1509/jmkr.37.2.215.18729,Impact of Product-Harm Crises on Brand Equity: The Moderating Role of Consumer Expectations,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0207,Emotion-Induced Engagement in Internet Video Advertisements,2003,10.1509/jmkr.40.4.437.19393,Why Do Consumers Stop Viewing Television Commercials? Two Experiments on the Influence of Moment-to-Moment Entertainment and Information Value,1,"{""doi"": 1}"
2012,10.1509/jmr.10.0244,"Guilt versus Shame: Coping, Fluency, and Framing in the Effectiveness of Responsible Drinking Messages",2003,10.1509/jmkr.40.1.54.19133,"Affect, Framing, and Persuasion",1,"{""doi"": 1}"
