citing_official_year,citing_query_doi,citing_resolved_doi,citing_title,citing_pdf_path,reference_index,match_type,ref_doi,ref_article_title,ref_unstructured,cited_official_year,cited_query_doi,cited_resolved_doi,cited_title,cited_pdf_path
2013,10.1509/jmr.11.0144,10.1509/jmr.11.0144,Conflict Management and Outcomes in Franchise Relationships: The Role of Regulation,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0144.pdf,31,doi,10.1509/jmr.09.0337,,,2012,10.1509/jmr.09.0337,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",data\jmr_2000_2025\pdfs\2012\10.1509_jmr.09.0337.pdf
2013,10.1509/jmr.11.0162,10.1509/jmr.11.0162,Does Price Elasticity Vary with Economic Growth? A Cross-Category Analysis,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0162.pdf,3,doi,10.1509/jmkr.42.2.141.62296,,,2005,10.1509/jmkr.42.2.141.62296,10.1509/jmkr.42.2.141.62296,New Empirical Generalizations on the Determinants of Price Elasticity,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.141.62296.pdf
2013,10.1509/jmr.11.0162,10.1509/jmr.11.0162,Does Price Elasticity Vary with Economic Growth? A Cross-Category Analysis,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0162.pdf,7,doi,10.1509/jmkr.43.3.477,,,2006,10.1509/jmkr.43.3.477,10.1509/jmkr.43.3.477,The Periodicity of Pricing,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.3.477.pdf
2013,10.1509/jmr.11.0162,10.1509/jmr.11.0162,Does Price Elasticity Vary with Economic Growth? A Cross-Category Analysis,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0162.pdf,26,doi,10.1509/jmkr.45.6.702,,,2008,10.1509/jmkr.45.6.702,10.1509/jmkr.45.6.702,Endogeneity and Individual Consumer Choice,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.6.702.pdf
2013,10.1509/jmr.11.0162,10.1509/jmr.11.0162,Does Price Elasticity Vary with Economic Growth? A Cross-Category Analysis,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0162.pdf,32,doi,10.1509/jmkr.47.1.3,,,2010,10.1509/jmkr.47.1.3,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.3.pdf
2013,10.1509/jmr.11.0183,10.1509/jmr.11.0183,Estimating Causal Installed-Base Effects: A Bias-Correction Approach,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0183.pdf,16,doi,10.1509/jmkr.47.1.75,,,2010,10.1509/jmkr.47.1.75,10.1509/jmkr.47.1.75,Spatiotemporal Analysis of Imitation Behavior across New Buyers at an Online Grocery Retailer,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.75.pdf
2013,10.1509/jmr.11.0183,10.1509/jmr.11.0183,Estimating Causal Installed-Base Effects: A Bias-Correction Approach,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0183.pdf,18,doi,10.1509/jmkr.48.1.28,,,2011,10.1509/jmkr.48.1.28,10.1509/jmkr.48.1.28,Measuring Contagion in the Diffusion of Consumer Packaged Goods,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.1.28.pdf
2013,10.1509/jmr.11.0183,10.1509/jmr.11.0183,Estimating Causal Installed-Base Effects: A Bias-Correction Approach,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0183.pdf,35,doi,10.1509/jmkr.41.4.467.47005,,,2004,10.1509/jmkr.41.4.467.47005,10.1509/jmkr.41.4.467.47005,Response Modeling with Nonrandom Marketing-Mix Variables,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.467.47005.pdf
2013,10.1509/jmr.11.0183,10.1509/jmr.11.0183,Estimating Causal Installed-Base Effects: A Bias-Correction Approach,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0183.pdf,40,doi,10.1509/jmkr.47.5.883,,,2010,10.1509/jmkr.47.5.883,10.1509/jmkr.47.5.883,Asymmetric Social Interactions in Physician Prescription Behavior: The Role of Opinion Leaders,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.883.pdf
2013,10.1509/jmr.11.0189,10.1509/jmr.11.0189,Wish versus Worry: Ownership Effects on Motivated Judgment,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0189.pdf,22,doi,10.1509/jmkr.42.2.119.62292,,,2005,10.1509/jmkr.42.2.119.62292,10.1509/jmkr.42.2.119.62292,The Boundaries of Loss Aversion,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.119.62292.pdf
2013,10.1509/jmr.11.0189,10.1509/jmr.11.0189,Wish versus Worry: Ownership Effects on Motivated Judgment,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0189.pdf,30,doi,10.1509/jmr.09.0103,,,2012,10.1509/jmr.09.0103,10.1509/jmr.09.0103,A Reference Price Theory of the Endowment Effect,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.09.0103.pdf
2013,10.1509/jmr.11.0295,10.1509/jmr.11.0295,Recovering Hidden Buyer–Seller Relationship States to Measure the Return on Marketing Investment in Business-to-Business Markets,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0295.pdf,24,doi,10.1509/jmkr.48.4.683,,,2011,10.1509/jmkr.48.4.683,10.1509/jmkr.48.4.683,Cross-Selling the Right Product to the Right Customer at the Right Time,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.4.683.pdf
2013,10.1509/jmr.11.0295,10.1509/jmr.11.0295,Recovering Hidden Buyer–Seller Relationship States to Measure the Return on Marketing Investment in Business-to-Business Markets,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0295.pdf,26,doi,10.1509/jmkr.41.4.467.47005,,,2004,10.1509/jmkr.41.4.467.47005,10.1509/jmkr.41.4.467.47005,Response Modeling with Nonrandom Marketing-Mix Variables,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.467.47005.pdf
2013,10.1509/jmr.11.0295,10.1509/jmr.11.0295,Recovering Hidden Buyer–Seller Relationship States to Measure the Return on Marketing Investment in Business-to-Business Markets,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0295.pdf,30,doi,10.1509/jmkr.44.3.503,,,2007,10.1509/jmkr.44.3.503,10.1509/jmkr.44.3.503,Estimating Promotion Response When Competitive Promotions Are Unobservable,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.3.503.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,1,doi,10.1509/jmkr.48.5.869,,,2011,10.1509/jmkr.48.5.869,10.1509/jmkr.48.5.869,What Drives Immediate and Ongoing Word of Mouth?,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.5.869.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,3,doi,10.1509/jmkr.43.3.345,,,2006,10.1509/jmkr.43.3.345,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.3.345.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,4,doi,10.1509/jmkr.47.1.75,,,2010,10.1509/jmkr.47.1.75,10.1509/jmkr.47.1.75,Spatiotemporal Analysis of Imitation Behavior across New Buyers at an Online Grocery Retailer,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.75.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,18,doi,10.1509/jmkr.41.1.7.25084,,,2004,10.1509/jmkr.41.1.7.25084,10.1509/jmkr.41.1.7.25084,Valuing Customers,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.1.7.25084.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,26,doi,10.1509/jmkr.48.3.425,,,2011,10.1509/jmkr.48.3.425,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.425.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,36,doi,10.1509/jmkr.46.2.163,,,2009,10.1509/jmkr.46.2.163,10.1509/jmkr.46.2.163,The Diffusion of Services,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.2.163.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,42,doi,10.1509/jmkr.47.5.883,,,2010,10.1509/jmkr.47.5.883,10.1509/jmkr.47.5.883,Asymmetric Social Interactions in Physician Prescription Behavior: The Role of Opinion Leaders,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.883.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,56,doi,10.1509/jmr.09.0401,,,2012,10.1509/jmr.09.0401,10.1509/jmr.09.0401,The Effects of Traditional and Social Earned Media on Sales: A Study of a Microlending Marketplace,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.09.0401.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,60,doi,10.1509/jmkr.47.4.643,,,2010,10.1509/jmkr.47.4.643,10.1509/jmkr.47.4.643,Determining Influential Users in Internet Social Networks,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.643.pdf
2013,10.1509/jmr.11.0305,10.1509/jmr.11.0305,Decomposing the Value of Word-of-Mouth Seeding Programs: Acceleration versus Expansion,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0305.pdf,71,doi,10.1509/jmkr.45.1.048,,,2008,10.1509/jmkr.45.1.048,10.1509/jmkr.45.1.48,The Impact of Marketing-Induced Versus Word-of-Mouth Customer Acquisition on Customer Equity Growth,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.1.048.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,3,doi,10.1509/jmkr.47.4.577,,,2010,10.1509/jmkr.47.4.577,10.1509/jmkr.47.4.577,When Wal-Mart Enters: How Incumbent Retailers React and how this Affects their Sales Outcomes,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.577.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,10,doi,10.1509/jmkr.46.2.176,,,2009,10.1509/jmkr.46.2.176,10.1509/jmkr.46.2.176,How Does Assortment Affect Grocery Store Choice?,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.2.176.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,18,doi,10.1509/jmkr.45.5.519,,,2008,10.1509/jmkr.45.5.519,10.1509/jmkr.45.5.519,Dancing with a Giant: The Effect of Wal-Mart's Entry into the United Kingdom on the Performance of European Retailers,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.5.519.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,34,doi,10.1509/jmkr.48.4.767,,,2011,10.1509/jmkr.48.4.767,10.1509/jmkr.48.4.767,Incorporating Context Effects into a Choice Model,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.4.767.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,37,doi,10.1509/jmr.07.0416,,,2012,10.1509/jmr.07.0416,10.1509/jmr.07.0416,Consumption-Based Cross-Brand Learning: Are Private Labels Really Private?,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.07.0416.pdf
2013,10.1509/jmr.11.0312,10.1509/jmr.11.0312,Close Encounter with the Hard Discounter: A Multiple-Store Shopping Perspective on the Impact of Local Hard-Discounter Entry,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0312.pdf,40,doi,10.1509/jmr.09.0211,,,2012,10.1509/jmr.09.0211,10.1509/jmr.09.0211,The Impact of an Item-Based Loyalty Program on Consumer Purchase Behavior,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.09.0211.pdf
2013,10.1509/jmr.11.0340,10.1509/jmr.11.0340,When Disfluency Signals Competence: The Effect of Processing Difficulty on Perceptions of Service Agents,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0340.pdf,21,doi,10.1509/jmkr.41.2.151.28665,,,2004,10.1509/jmkr.41.2.151.28665,10.1509/jmkr.41.2.151.28665,The Effect of Conceptual and Perceptual Fluency on Brand Evaluation,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.2.151.28665.pdf
2013,10.1509/jmr.11.0340,10.1509/jmr.11.0340,When Disfluency Signals Competence: The Effect of Processing Difficulty on Perceptions of Service Agents,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0340.pdf,25,doi,10.1509/jmkr.47.6.1059,,,2010,10.1509/jmkr.47.6.1059,10.1509/jmkr.47.6.1059,Making Products Feel Special: When Metacognitive Difficulty Enhances Evaluation,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.6.1059.pdf
2013,10.1509/jmr.11.0340,10.1509/jmr.11.0340,When Disfluency Signals Competence: The Effect of Processing Difficulty on Perceptions of Service Agents,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0340.pdf,31,doi,10.1509/jmkr.48.2.308,,,2011,10.1509/jmkr.48.2.308,10.1509/jmkr.48.2.308,Complicating Choice,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.2.308.pdf
2013,10.1509/jmr.11.0342,10.1509/jmr.11.0342,"Look at Me! Look at Me! Conspicuous Brand Usage, Self-Brand Connection, and Dilution",data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0342.pdf,1,doi,10.1509/jmkr.37.2.203.18734,,,2000,10.1509/jmkr.37.2.203.18734,10.1509/jmkr.37.2.203.18734,Consumer Response to Negative Publicity: The Moderating Role of Commitment,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.203.18734.pdf
2013,10.1509/jmr.11.0342,10.1509/jmr.11.0342,"Look at Me! Look at Me! Conspicuous Brand Usage, Self-Brand Connection, and Dilution",data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0342.pdf,14,doi,10.1509/jmkr.38.1.100.18835,,,2001,10.1509/jmkr.38.1.100.18835,10.1509/jmkr.38.1.100.18835,Misleading Heuristics and Moderated Multiple Regression Models,data\jmr_2000_2025\pdfs\2001\10.1509_jmkr.38.1.100.18835.pdf
2013,10.1509/jmr.11.0342,10.1509/jmr.11.0342,"Look at Me! Look at Me! Conspicuous Brand Usage, Self-Brand Connection, and Dilution",data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0342.pdf,28,doi,10.1509/jmkr.46.2.247,,,2009,10.1509/jmkr.46.2.247,10.1509/jmkr.46.2.247,Why Do Consumers Buy Counterfeit Luxury Brands?,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.2.247.pdf
2013,10.1509/jmr.11.0389,10.1509/jmr.11.0389,Comparing Apples to Apples or Apples to Oranges: The Role of Mental Representation in Choice Difficulty,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0389.pdf,7,doi,10.1509/jmkr.41.4.423.47016,,,2004,10.1509/jmkr.41.4.423.47016,10.1509/jmkr.41.4.423.47016,To Buy or Not to Buy: Response Mode Effects on Consumer Choice,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.423.47016.pdf
2013,10.1509/jmr.11.0389,10.1509/jmr.11.0389,Comparing Apples to Apples or Apples to Oranges: The Role of Mental Representation in Choice Difficulty,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0389.pdf,9,doi,10.1509/jmkr.40.2.146.19229,,,2003,10.1509/jmkr.40.2.146.19229,10.1509/jmkr.40.2.146.19229,The Effect of Forced Choice on Choice,data\jmr_2000_2025\pdfs\2003\10.1509_jmkr.40.2.146.19229.pdf
2013,10.1509/jmr.11.0389,10.1509/jmr.11.0389,Comparing Apples to Apples or Apples to Oranges: The Role of Mental Representation in Choice Difficulty,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0389.pdf,18,doi,10.1509/jmkr.48.1.62,,,2011,10.1509/jmkr.48.1.62,10.1509/jmkr.48.1.62,When Trade-Offs Matter: The Effect of Choice Construal on Context Effects,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.1.62.pdf
2013,10.1509/jmr.11.0389,10.1509/jmr.11.0389,Comparing Apples to Apples or Apples to Oranges: The Role of Mental Representation in Choice Difficulty,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0389.pdf,27,doi,10.1509/jmkr.47.4.725,,,2010,10.1509/jmkr.47.4.725,10.1509/jmkr.47.4.725,The Effect of Decision Order on Purchase Quantity Decisions,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.725.pdf
2013,10.1509/jmr.11.0389,10.1509/jmr.11.0389,Comparing Apples to Apples or Apples to Oranges: The Role of Mental Representation in Choice Difficulty,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0389.pdf,28,doi,10.1509/jmkr.45.5.593,,,2008,10.1509/jmkr.45.5.593,10.1509/jmkr.45.5.593,An Integrated Model of Discrete Choice and Response Time,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.5.593.pdf
2013,10.1509/jmr.11.0431,10.1509/jmr.11.0431,Fusing Aggregate and Disaggregate Data with an Application to Multiplatform Media Consumption,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0431.pdf,2,doi,10.1509/jmkr.45.1.060,,,2008,10.1509/jmkr.45.1.060,10.1509/jmkr.45.1.60,Customer Channel Migration,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.1.060.pdf
2013,10.1509/jmr.11.0431,10.1509/jmr.11.0431,Fusing Aggregate and Disaggregate Data with an Application to Multiplatform Media Consumption,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0431.pdf,5,doi,10.1509/jmkr.44.4.613,,,2007,10.1509/jmkr.44.4.613,10.1509/jmkr.44.4.613,Estimating Disaggregate Models using Aggregate Data through Augmentation of Individual Choice,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.4.613.pdf
2013,10.1509/jmr.11.0431,10.1509/jmr.11.0431,Fusing Aggregate and Disaggregate Data with an Application to Multiplatform Media Consumption,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0431.pdf,13,doi,10.1509/jmkr.43.1.73,,,2006,10.1509/jmkr.43.1.073,10.1509/jmkr.43.1.73,A Direct Approach to Data Fusion,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.073.pdf
2013,10.1509/jmr.11.0431,10.1509/jmr.11.0431,Fusing Aggregate and Disaggregate Data with an Application to Multiplatform Media Consumption,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0431.pdf,20,doi,10.1509/jmkr.45.6.715,,,2008,10.1509/jmkr.45.6.715,10.1509/jmkr.45.6.715,Who's Got the Coupon? Estimating Consumer Preferences and Coupon Usage from Aggregate Information,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.6.715.pdf
2013,10.1509/jmr.11.0431,10.1509/jmr.11.0431,Fusing Aggregate and Disaggregate Data with an Application to Multiplatform Media Consumption,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0431.pdf,22,doi,10.1509/jmkr.40.4.375.19385,,,2003,10.1509/jmkr.40.4.375.19385,10.1509/jmkr.40.4.375.19385,Understanding the Impact of Synergy in Multimedia Communications,data\jmr_2000_2025\pdfs\2003\10.1509_jmkr.40.4.375.19385.pdf
2013,10.1509/jmr.11.0432,10.1509/jmr.11.0432,(De)marketing to Manage Consumer Quality Inferences,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0432.pdf,13,doi,10.1509/jmkr.48.2.238,,,2011,10.1509/jmkr.48.2.238,10.1509/jmkr.48.2.238,Online Social Interactions: A Natural Experiment on Word of Mouth versus Observational Learning,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.2.238.pdf
2013,10.1509/jmr.11.0455,10.1509/jmr.11.0455,Consumer Behavior in “Equilibrium”: How Experiencing Physical Balance Increases Compromise Choice,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0455.pdf,23,doi,10.1509/jmkr.44.3.347,,,2007,10.1509/jmkr.44.3.347,10.1509/jmkr.44.3.347,Preference Fluency in Choice,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.3.347.pdf
2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,8,doi,10.1509/jmr.10.0353,,,2012,10.1509/jmr.10.0353,10.1509/jmr.10.0353,What Makes Online Content Viral?,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.10.0353.pdf
2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,9,doi,10.1509/jmkr.48.5.869,,,2011,10.1509/jmkr.48.5.869,10.1509/jmkr.48.5.869,What Drives Immediate and Ongoing Word of Mouth?,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.5.869.pdf
2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,12,doi,10.1509/jmkr.47.3.553,,,2010,10.1509/jmkr.47.3.553,10.1509/jmkr.47.3.553,The Effect of Need for Uniqueness on Word of Mouth,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.3.553.pdf
2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,13,doi,10.1509/jmkr.43.3.345,,,2006,10.1509/jmkr.43.3.345,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.3.345.pdf
2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,25,doi,10.1509/jmkr.48.3.425,,,2011,10.1509/jmkr.48.3.425,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.425.pdf
2013,10.1509/jmr.11.0478,10.1509/jmr.11.0478,Judging the Book by Its Cover? how Consumers Decode Conspicuous Consumption Cues in Buyer–Seller Relationships,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0478.pdf,45,doi,10.1509/jmkr.47.5.920,,,2010,10.1509/jmkr.47.5.920,10.1509/jmkr.47.5.920,Shaping Customer Satisfaction through Self-Awareness Cues,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.5.920.pdf
2013,10.1509/jmr.11.0487,10.1509/jmr.11.0487,Marketing Channels in Foreign Markets: Control Mechanisms and the Moderating Role of Multinational Corporation Headquarters–Subsidiary Relationship,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0487.pdf,34,doi,10.1509/jmkr.43.4.664,,,2006,10.1509/jmkr.43.4.664,10.1509/jmkr.43.4.664,Customizing Complex Products: When Should the Vendor Take Control?,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.4.664.pdf
2013,10.1509/jmr.11.0487,10.1509/jmr.11.0487,Marketing Channels in Foreign Markets: Control Mechanisms and the Moderating Role of Multinational Corporation Headquarters–Subsidiary Relationship,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0487.pdf,35,doi,10.1509/jmkr.46.5.597,,,2009,10.1509/jmkr.46.5.597,10.1509/jmkr.46.5.597,When Should Original Equipment Manufacturers Use Branded Component Contracts with Suppliers?,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.5.597.pdf
2013,10.1509/jmr.11.0487,10.1509/jmr.11.0487,Marketing Channels in Foreign Markets: Control Mechanisms and the Moderating Role of Multinational Corporation Headquarters–Subsidiary Relationship,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0487.pdf,43,doi,10.1509/jmkr.44.3.425,,,2007,10.1509/jmkr.44.3.425,10.1509/jmkr.44.3.425,"Interfirm Monitoring, Social Contracts, and Relationship Outcomes",data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.3.425.pdf
2013,10.1509/jmr.11.0487,10.1509/jmr.11.0487,Marketing Channels in Foreign Markets: Control Mechanisms and the Moderating Role of Multinational Corporation Headquarters–Subsidiary Relationship,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0487.pdf,49,doi,10.1509/jmr.09.0337,,,2012,10.1509/jmr.09.0337,10.1509/jmr.09.0337,"Contracts, Extracontractual Incentives, and <i>Ex Post</i> Behavior in Franchise Channel Relationships",data\jmr_2000_2025\pdfs\2012\10.1509_jmr.09.0337.pdf
2013,10.1509/jmr.11.0487,10.1509/jmr.11.0487,Marketing Channels in Foreign Markets: Control Mechanisms and the Moderating Role of Multinational Corporation Headquarters–Subsidiary Relationship,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0487.pdf,65,doi,10.1509/jmkr.44.2.185,,,2007,10.1509/jmkr.44.2.185,10.1509/jmkr.44.2.185,Customer Loyalty to Whom? Managing the Benefits and Risks of Salesperson-Owned Loyalty,data\jmr_2000_2025\pdfs\2007\10.1509_jmkr.44.2.185.pdf
