official_year,query_doi,resolved_doi,title,pdf_path,status,crossref_status,reference_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_query_doi,error,raw_json_path
2004,10.1509/jmkr.41.4.369.47018,10.1509/jmkr.41.4.369.47018,A Learning-Based Model for Imputing Missing Levels in Partial Conjoint Profiles,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.369.47018.pdf,ok,200,33,33,80,10.1509/jmkr.41.4.369.47018,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.369.47018.json
2004,10.1509/jmkr.41.4.382.47013,10.1509/jmkr.41.4.382.47013,When Absence Begets Inference in Conjoint Analysis,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.382.47013.pdf,ok,200,35,35,15,10.1509/jmkr.41.4.382.47013,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.382.47013.json
2004,10.1509/jmkr.41.4.388.47007,10.1509/jmkr.41.4.388.47007,Comments on Conjoint Analysis with Partial Profiles,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.388.47007.pdf,ok,200,2,2,5,10.1509/jmkr.41.4.388.47007,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.388.47007.json
2004,10.1509/jmkr.41.4.390.47008,10.1509/jmkr.41.4.390.47008,Design and Modeling in Conjoint Analysis with Partial Profiles,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.390.47008.pdf,ok,200,16,16,2,10.1509/jmkr.41.4.390.47008,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.390.47008.json
2004,10.1509/jmkr.41.4.392.47020,10.1509/jmkr.41.4.392.47020,Modeling Behavioral Regularities of Consumer Learning in Conjoint Analysis,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.392.47020.pdf,ok,200,16,16,15,10.1509/jmkr.41.4.392.47020,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.392.47020.json
2004,10.1509/jmkr.41.4.397.47019,10.1509/jmkr.41.4.397.47019,Sticky Priors: The Perseverance of Identity Effects on Judgment,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.397.47019.pdf,ok,200,58,58,88,10.1509/jmkr.41.4.397.47019,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.397.47019.json
2004,10.1509/jmkr.41.4.411.47006,10.1509/jmkr.41.4.411.47006,Coordinating Price Reductions and Coupon Events,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.411.47006.pdf,ok,200,23,23,49,10.1509/jmkr.41.4.411.47006,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.411.47006.json
2004,10.1509/jmkr.41.4.423.47016,10.1509/jmkr.41.4.423.47016,To Buy or Not to Buy: Response Mode Effects on Consumer Choice,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.423.47016.pdf,ok,200,25,25,59,10.1509/jmkr.41.4.423.47016,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.423.47016.json
2004,10.1509/jmkr.41.4.433.47011,10.1509/jmkr.41.4.433.47011,Linking Customer Management Effort to Customer Profitability in Business Markets,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.433.47011.pdf,ok,200,56,56,174,10.1509/jmkr.41.4.433.47011,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.433.47011.json
2004,10.1509/jmkr.41.4.448.47017,10.1509/jmkr.41.4.448.47017,Analyzing Brand Competition across Subcategories,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.448.47017.pdf,ok,200,38,38,101,10.1509/jmkr.41.4.448.47017,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.448.47017.json
2004,10.1509/jmkr.41.4.457.47014,10.1509/jmkr.41.4.457.47014,Incidental Prices and Their Effect on Willingness to Pay,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.457.47014.pdf,ok,200,27,27,164,10.1509/jmkr.41.4.457.47014,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.457.47014.json
2004,10.1509/jmkr.41.4.467.47005,10.1509/jmkr.41.4.467.47005,Response Modeling with Nonrandom Marketing-Mix Variables,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.467.47005.pdf,ok,200,13,13,276,10.1509/jmkr.41.4.467.47005,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.467.47005.json
2004,10.1509/jmkr.41.4.479.47015,10.1509/jmkr.41.4.479.47015,Vertical Marketing Systems for Complex Products: A Triadic Perspective,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.4.479.47015.pdf,ok,200,33,33,149,10.1509/jmkr.41.4.479.47015,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.41.4.479.47015.json
2005,10.1509/jmkr.2005.42.3.243,10.1509/jmkr.2005.42.3.243,A Career between Theory and Practice,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.243.pdf,ok,200,17,17,3,10.1509/jmkr.2005.42.3.243,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.243.json
2005,10.1509/jmkr.2005.42.3.250,10.1509/jmkr.2005.42.3.250,What Has Marketing Learned from Richard Johnson?,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.250.pdf,ok,200,13,13,5,10.1509/jmkr.2005.42.3.250,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.250.json
2005,10.1509/jmkr.2005.42.3.254,10.1509/jmkr.2005.42.3.254,Theory and Practice Go Hand in Hand: A Tribute to Richard Johnson's Contributions to Marketing Research Methodology,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.254.pdf,ok,200,1,1,2,10.1509/jmkr.2005.42.3.254,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.254.json
2005,10.1509/jmkr.2005.42.3.255,10.1509/jmkr.2005.42.3.255,In Favor of Closer Ties,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.255.pdf,ok,200,2,2,3,10.1509/jmkr.2005.42.3.255,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.255.json
2005,10.1509/jmkr.2005.42.3.256,10.1509/jmkr.2005.42.3.256,A Hybrid Choice Model that Uses Actual and Ordered Attribute Value Information,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.256.pdf,ok,200,22,22,6,10.1509/jmkr.2005.42.3.256,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.256.json
2005,10.1509/jmkr.2005.42.3.266,10.1509/jmkr.2005.42.3.266,Willful Ignorance in the Request for Product Attribute Information,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.266.pdf,ok,200,30,30,212,10.1509/jmkr.2005.42.3.266,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.266.json
2005,10.1509/jmkr.2005.42.3.278,10.1509/jmkr.2005.42.3.278,Temporal Differences in the Role of Marketing Communication in New Product Categories,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.278.pdf,ok,200,33,33,210,10.1509/jmkr.2005.42.3.278,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.278.json
2005,10.1509/jmkr.2005.42.3.291,10.1509/jmkr.2005.42.3.291,Cultural Differences in Consumer Impatience,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.291.pdf,ok,200,36,36,167,10.1509/jmkr.2005.42.3.291,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.291.json
2005,10.1509/jmkr.2005.42.3.302,10.1509/jmkr.2005.42.3.302,The Role of Selling Costs in Signaling Price Image,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.302.pdf,ok,200,16,16,65,10.1509/jmkr.2005.42.3.302,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.302.json
2005,10.1509/jmkr.2005.42.3.313,10.1509/jmkr.2005.42.3.313,When Two Rights Make a Wrong: Searching Too Much in Ordered Environments,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.313.pdf,ok,200,32,32,89,10.1509/jmkr.2005.42.3.313,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.313.json
2005,10.1509/jmkr.2005.42.3.323,10.1509/jmkr.2005.42.3.323,Direct-to-Consumer Advertising and Drug Therapy Compliance,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.323.pdf,ok,200,33,33,106,10.1509/jmkr.2005.42.3.323,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.323.json
2005,10.1509/jmkr.2005.42.3.333,10.1509/jmkr.2005.42.3.333,Distinguishing between the Meanings of Music: When Background Music Affects Product Perceptions,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.333.pdf,ok,200,28,28,119,10.1509/jmkr.2005.42.3.333,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.333.json
2005,10.1509/jmkr.2005.42.3.346,10.1509/jmkr.2005.42.3.346,Strategic Fit in Industrial Alliances: An Empirical Test of Governance Value Analysis,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.346.pdf,ok,200,38,38,120,10.1509/jmkr.2005.42.3.346,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.346.json
2005,10.1509/jmkr.2005.42.3.358,10.1509/jmkr.2005.42.3.358,The Impact of the Prechoice Process on Product Returns,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.358.pdf,ok,200,34,34,94,10.1509/jmkr.2005.42.3.358,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.358.json
2005,10.1509/jmkr.2005.42.3.368,10.1509/jmkr.2005.42.3.368,Estimating a Stockkeeping-Unit-Level Brand Choice Model that Combines Household Panel Data and Store Data,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.3.368.pdf,ok,200,26,26,48,10.1509/jmkr.2005.42.3.368,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.3.368.json
2005,10.1509/jmkr.2005.42.4.383,10.1509/jmkr.2005.42.4.383,Placebo Effects of Marketing Actions: Consumers May Get What They Pay For,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.383.pdf,ok,200,32,32,408,10.1509/jmkr.2005.42.4.383,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.383.json
2005,10.1509/jmkr.2005.42.4.394,10.1509/jmkr.2005.42.4.394,Placebo: From Pain and Analgesia to Preferences and Products,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.394.pdf,ok,200,40,40,11,10.1509/jmkr.2005.42.4.394,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.394.json
2005,10.1509/jmkr.2005.42.4.399,10.1509/jmkr.2005.42.4.399,"Price, Placebo, and the Brain",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.399.pdf,ok,200,15,15,16,10.1509/jmkr.2005.42.4.399,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.399.json
2005,10.1509/jmkr.2005.42.4.401,10.1509/jmkr.2005.42.4.401,The Quality of Price as a Quality Cue,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.401.pdf,ok,200,32,32,150,10.1509/jmkr.2005.42.4.401,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.401.json
2005,10.1509/jmkr.2005.42.4.406,10.1509/jmkr.2005.42.4.406,The Placebo Effect in Marketing: Sometimes you Just Have to Want it to Work,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.406.pdf,ok,200,12,12,58,10.1509/jmkr.2005.42.4.406,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.406.json
2005,10.1509/jmkr.2005.42.4.410,10.1509/jmkr.2005.42.4.410,Ruminating about Placebo Effects of Marketing Actions,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.410.pdf,ok,200,19,19,14,10.1509/jmkr.2005.42.4.410,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.410.json
2005,10.1509/jmkr.2005.42.4.415,10.1509/jmkr.2005.42.4.415,RFM and CLV: Using Iso-Value Curves for Customer Base Analysis,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.415.pdf,ok,200,27,27,430,10.1509/jmkr.2005.42.4.415,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.415.json
2005,10.1509/jmkr.2005.42.4.431,10.1509/jmkr.2005.42.4.431,Feature Fatigue: When Product Capabilities Become Too Much of a Good Thing,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.431.pdf,ok,200,28,28,519,10.1509/jmkr.2005.42.4.431,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.431.json
2005,10.1509/jmkr.2005.42.4.443,10.1509/jmkr.2005.42.4.443,Decomposing the Promotional Revenue Bump for Loyalty Program Members versus Nonmembers,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.443.pdf,ok,200,45,45,68,10.1509/jmkr.2005.42.4.443,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.443.json
2005,10.1509/jmkr.2005.42.4.458,10.1509/jmkr.2005.42.4.458,Two Roads to Updating Brand Personality Impressions: Trait versus Evaluative Inferencing,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.458.pdf,ok,200,34,34,140,10.1509/jmkr.2005.42.4.458,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.458.json
2005,10.1509/jmkr.2005.42.4.470,10.1509/jmkr.2005.42.4.470,"An Integrated Model for Bidding Behavior in Internet Auctions: Whether, Who, When, and how Much",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.470.pdf,ok,200,29,29,121,10.1509/jmkr.2005.42.4.470,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.470.json
2005,10.1509/jmkr.2005.42.4.483,10.1509/jmkr.2005.42.4.483,Probabilistic Subset-Conjunctive Models for Heterogeneous Consumers,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.483.pdf,ok,200,16,16,62,10.1509/jmkr.2005.42.4.483,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.483.json
2005,10.1509/jmkr.2005.42.4.495,10.1509/jmkr.2005.42.4.495,Does Loving a Brand Mean Loving Its Products? the Role of Brand-Elicited Affect in Brand Extension Evaluations,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.495.pdf,ok,200,22,22,109,10.1509/jmkr.2005.42.4.495,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.495.json
2005,10.1509/jmkr.2005.42.4.507,10.1509/jmkr.2005.42.4.507,How Potential Conflict Drives Channel Structure: Concurrent (Direct and Indirect) Channels,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.507.pdf,ok,200,15,15,116,10.1509/jmkr.2005.42.4.507,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.507.json
2005,10.1509/jmkr.2005.42.4.516,10.1509/jmkr.2005.42.4.516,An Empirical Analysis of Price Discrimination Mechanisms and Retailer Profitability,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.2005.42.4.516.pdf,ok,200,27,27,60,10.1509/jmkr.2005.42.4.516,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.2005.42.4.516.json
2005,10.1509/jmkr.42.1.1.56893,10.1509/jmkr.42.1.1.56893,Econometric Models for Marketing Decisions,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.1.56893.pdf,ok,200,8,8,14,10.1509/jmkr.42.1.1.56893,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.1.56893.json
2005,10.1509/jmkr.42.1.109.56884,10.1509/jmkr.42.1.109.56884,A Multipurpose Shopping Trip Model to Assess Retail Agglomeration Effects,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.109.56884.pdf,ok,200,25,25,131,10.1509/jmkr.42.1.109.56884,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.109.56884.json
2005,10.1509/jmkr.42.1.15.56888,10.1509/jmkr.42.1.15.56888,Marketing Models and the Lucas Critique,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.15.56888.pdf,ok,200,51,51,52,10.1509/jmkr.42.1.15.56888,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.15.56888.json
2005,10.1509/jmkr.42.1.22.56887,10.1509/jmkr.42.1.22.56887,Structural Modeling and Policy Simulation,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.22.56887.pdf,ok,200,23,23,35,10.1509/jmkr.42.1.22.56887,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.22.56887.json
2005,10.1509/jmkr.42.1.27.56885,10.1509/jmkr.42.1.27.56885,"Diagnostics, Expectations, and Endogeneity",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.27.56885.pdf,ok,200,11,11,17,10.1509/jmkr.42.1.27.56885,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.27.56885.json
2005,10.1509/jmkr.42.1.30.56883,10.1509/jmkr.42.1.30.56883,Pricing of Conspicuous Goods: A Competitive Analysis of Social Effects,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.30.56883.pdf,ok,200,58,58,348,10.1509/jmkr.42.1.30.56883,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.30.56883.json
2005,10.1509/jmkr.42.1.4.56891,10.1509/jmkr.42.1.4.56891,On the Use of Econometric Models for Policy Simulation in Marketing,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.4.56891.pdf,ok,200,55,55,75,10.1509/jmkr.42.1.4.56891,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.4.56891.json
2005,10.1509/jmkr.42.1.43.56889,10.1509/jmkr.42.1.43.56889,Justification Effects on Consumer Choice of Hedonic and Utilitarian Goods,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.43.56889.pdf,ok,200,38,38,779,10.1509/jmkr.42.1.43.56889,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.43.56889.json
2005,10.1509/jmkr.42.1.54.56886,10.1509/jmkr.42.1.54.56886,"The Better They are, the more They Give: Trade Promotions of Consumer Durables",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.54.56886.pdf,ok,200,26,26,31,10.1509/jmkr.42.1.54.56886,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.54.56886.json
2005,10.1509/jmkr.42.1.67.56890,10.1509/jmkr.42.1.67.56890,Incentive-Aligned Conjoint Analysis,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.67.56890.pdf,ok,200,39,39,261,10.1509/jmkr.42.1.67.56890,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.67.56890.json
2005,10.1509/jmkr.42.1.83.56959,10.1509/jmkr.42.1.83.56959,"Retailer, Manufacturers, and Individual Consumers: Modeling the Supply Side in the Ketchup Marketplace",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.83.56959.pdf,ok,200,64,64,129,10.1509/jmkr.42.1.83.56959,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.83.56959.json
2005,10.1509/jmkr.42.1.96.56961,10.1509/jmkr.42.1.96.56961,Curvilinear Effects of Consumer Loyalty Determinants in Relational Exchanges,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.1.96.56961.pdf,ok,200,44,44,431,10.1509/jmkr.42.1.96.56961,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.1.96.56961.json
2005,10.1509/jmkr.42.2.119.62292,10.1509/jmkr.42.2.119.62292,The Boundaries of Loss Aversion,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.119.62292.pdf,ok,200,36,36,490,10.1509/jmkr.42.2.119.62292,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.119.62292.json
2005,10.1509/jmkr.42.2.129.62286,10.1509/jmkr.42.2.129.62286,"Three Cheers—Psychological, Theoretical, Empirical—for Loss Aversion",data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.129.62286.pdf,ok,200,14,14,221,10.1509/jmkr.42.2.129.62286,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.129.62286.json
2005,10.1509/jmkr.42.2.134.62283,10.1509/jmkr.42.2.134.62283,When Do Losses Loom Larger than Gains?,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.134.62283.pdf,ok,200,22,22,213,10.1509/jmkr.42.2.134.62283,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.134.62283.json
2005,10.1509/jmkr.42.2.139.62295,10.1509/jmkr.42.2.139.62295,How Do Intentions Affect Loss Aversion?,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.139.62295.pdf,ok,200,15,15,72,10.1509/jmkr.42.2.139.62295,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.139.62295.json
2005,10.1509/jmkr.42.2.141.62296,10.1509/jmkr.42.2.141.62296,New Empirical Generalizations on the Determinants of Price Elasticity,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.141.62296.pdf,ok,200,55,55,354,10.1509/jmkr.42.2.141.62296,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.141.62296.json
2005,10.1509/jmkr.42.2.157.62287,10.1509/jmkr.42.2.157.62287,The Influence of Consumer Distractions on the Effectiveness of Food-Sampling Programs,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.157.62287.pdf,ok,200,31,31,63,10.1509/jmkr.42.2.157.62287,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.157.62287.json
2005,10.1509/jmkr.42.2.169.62294,10.1509/jmkr.42.2.169.62294,Recovering Stockkeeping-Unit-Level Preferences and Response Sensitivities from Market Share Models Estimated on Item Aggregates,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.169.62294.pdf,ok,200,24,24,8,10.1509/jmkr.42.2.169.62294,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.169.62294.json
2005,10.1509/jmkr.42.2.183.62289,10.1509/jmkr.42.2.183.62289,Brand Counterextensions: The Impact of Brand Extension Success versus Failure,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.183.62289.pdf,ok,200,30,30,33,10.1509/jmkr.42.2.183.62289,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.183.62289.json
2005,10.1509/jmkr.42.2.195.62282,10.1509/jmkr.42.2.195.62282,Modeling Preferences for Common Attributes in Multicategory Brand Choice,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.195.62282.pdf,ok,200,34,34,75,10.1509/jmkr.42.2.195.62282,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.195.62282.json
2005,10.1509/jmkr.42.2.210.62285,10.1509/jmkr.42.2.210.62285,Heterogeneous Conjoint Choice Designs,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.210.62285.pdf,ok,200,21,21,155,10.1509/jmkr.42.2.210.62285,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.210.62285.json
2005,10.1509/jmkr.42.2.219.62293,10.1509/jmkr.42.2.219.62293,Marketing Mass-Customized Products: Striking a Balance between Utility and Complexity,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.219.62293.pdf,ok,200,24,24,304,10.1509/jmkr.42.2.219.62293,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.219.62293.json
2005,10.1509/jmkr.42.2.228.62290,10.1509/jmkr.42.2.228.62290,Do Strategic Conclusions Depend on how Price is Defined in Models of Distribution Channels?,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.228.62290.pdf,ok,200,28,28,27,10.1509/jmkr.42.2.228.62290,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.228.62290.json
2005,10.1509/jmkr.42.2.233.62288,10.1509/jmkr.42.2.233.62288,Cross-Selling Sequentially Ordered Products: An Application to Consumer Banking Services,data\jmr_2000_2025\pdfs\2005\10.1509_jmkr.42.2.233.62288.pdf,ok,200,24,24,195,10.1509/jmkr.42.2.233.62288,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.42.2.233.62288.json
2006,10.1509/jmkr.43.1.011,10.1509/jmkr.43.1.11,The Nature of Fit and the Origins of “Feeling Right”: A Goal-Systemic Perspective,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.011.pdf,ok,200,9,9,25,10.1509/jmkr.43.1.11,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.011.json
2006,10.1509/jmkr.43.1.015,10.1509/jmkr.43.1.15,Understanding Regulatory Fit,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.015.pdf,ok,200,27,27,275,10.1509/jmkr.43.1.15,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.015.json
2006,10.1509/jmkr.43.1.073,10.1509/jmkr.43.1.73,A Direct Approach to Data Fusion,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.073.pdf,ok,200,9,9,47,10.1509/jmkr.43.1.73,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.073.json
2006,10.1509/jmkr.43.1.084,10.1509/jmkr.43.1.84,Channel Bargaining with Retailer Asymmetry,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.084.pdf,ok,200,24,24,181,10.1509/jmkr.43.1.84,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.084.json
2006,10.1509/jmkr.43.1.1,10.1509/jmkr.43.1.1,How Regulatory Fit Affects Value in Consumer Choices and Opinions,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.1.pdf,ok,200,36,36,456,10.1509/jmkr.43.1.1,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.1.json
2006,10.1509/jmkr.43.1.109,10.1509/jmkr.43.1.109,How Customer Self-Determination Influences Relational Marketing Outcomes: Evidence from Longitudinal Field Studies,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.109.pdf,ok,200,40,40,108,10.1509/jmkr.43.1.109,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.109.json
2006,10.1509/jmkr.43.1.121,10.1509/jmkr.43.1.121,Household Life Cycles and Lifestyles in the United States,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.121.pdf,ok,200,25,25,90,10.1509/jmkr.43.1.121,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.121.json
2006,10.1509/jmkr.43.1.20,10.1509/jmkr.43.1.20,"Feelings, Fit, and Funny Effects: A Situated Cognition Perspective",data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.20.pdf,ok,200,41,41,73,10.1509/jmkr.43.1.20,,data\jmr_2000_2025\crossref_references\raw\10.1509_jmkr.43.1.20.json
