pair_id,status,response_id,model,requested_reasoning_effort,returned_reasoning_effort,api_key_slot,citation_substance,relation_type,output_path,raw_response_path,error_path,input_tokens,output_tokens,total_tokens,error
10.1509_jmr.09.0211__cites__10.1509_jmkr.46.2.190,ok,resp_040ade34a09f64b30169dc14276f9081919ee8c4719bbecc52,gpt-5.4,xhigh,high,2,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0211__cites__10.1509_jmkr.46.2.190.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0211__cites__10.1509_jmkr.46.2.190.json,,24300,790,25090,
10.1509_jmr.09.0315__cites__10.1509_jmkr.47.3.485,ok,resp_0a38fac314d21f400169dc142d642881919a895bf7e865a204,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0315__cites__10.1509_jmkr.47.3.485.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0315__cites__10.1509_jmkr.47.3.485.json,,17901,684,18585,
10.1509_jmr.07.0416__cites__10.1509_jmkr.39.4.408.19120,ok,resp_078324265b6390460169dc141335208191ba055b9dbafc09ef,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.07.0416__cites__10.1509_jmkr.39.4.408.19120.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.07.0416__cites__10.1509_jmkr.39.4.408.19120.json,,27710,1240,28950,
10.1509_jmr.09.0007__cites__10.1509_jmkr.44.1.114,ok,resp_01162c85958ad2680169dc141cc93c8191b12d100bcd60e41f,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0007__cites__10.1509_jmkr.44.1.114.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0007__cites__10.1509_jmkr.44.1.114.json,,21664,941,22605,
10.1509_jmkr.48.5.840__cites__10.1509_jmkr.40.2.146.19229,ok,resp_0242ca775d1a2f440169dc1407b0f48191951a6be0a3b7456b,gpt-5.4,xhigh,high,2,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.5.840__cites__10.1509_jmkr.40.2.146.19229.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.5.840__cites__10.1509_jmkr.40.2.146.19229.json,,30320,1480,31800,
10.1509_jmr.10.0384__cites__10.1509_jmkr.42.1.43.56889,ok,resp_076dc165af2942fa0169dc14117ff0819190a7f7027d10d57f,gpt-5.4,xhigh,high,1,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.10.0384__cites__10.1509_jmkr.42.1.43.56889.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.10.0384__cites__10.1509_jmkr.42.1.43.56889.json,,19817,1075,20892,
10.1509_jmr.09.0334__cites__10.1509_jmkr.44.2.185,ok,resp_0be0c30e7ad0592a0169dc142da2d08191bc378adbff183d0d,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0334__cites__10.1509_jmkr.44.2.185.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0334__cites__10.1509_jmkr.44.2.185.json,,24584,734,25318,
10.1509_jmr.07.0416__cites__10.1509_jmkr.47.6.1011,ok,resp_03869b6524fcd9010169dc1414fe7c8191b9701142d4fa49c6,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.07.0416__cites__10.1509_jmkr.47.6.1011.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.07.0416__cites__10.1509_jmkr.47.6.1011.json,,27773,1250,29023,
10.1509_jmkr.48.5.855__cites__10.1509_jmkr.43.2.259,ok,resp_0fda043edd6828980169dc1406212c81919acfd354e68e4365,gpt-5.4,xhigh,high,1,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.5.855__cites__10.1509_jmkr.43.2.259.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.5.855__cites__10.1509_jmkr.43.2.259.json,,20619,1542,22161,
10.1509_jmkr.48.4.729__cites__10.1509_jmkr.44.3.347,ok,resp_088d7d7aef2adb930169dc1400d9e48191a9b5c3744e3442ca,gpt-5.4,xhigh,high,1,substantive,refines,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.4.729__cites__10.1509_jmkr.44.3.347.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.4.729__cites__10.1509_jmkr.44.3.347.json,,19638,1642,21280,
10.1509_jmkr.48.4.729__cites__10.1509_jmkr.37.1.60.18718,ok,resp_0872d60cc16ebda20169dc13fe317081919370e714485a6cf1,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.4.729__cites__10.1509_jmkr.37.1.60.18718.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.4.729__cites__10.1509_jmkr.37.1.60.18718.json,,19691,1706,21397,
10.1509_jmr.10.0384__cites__10.1509_jmkr.44.4.702,ok,resp_02c58b25271498260169dc14123ad88191b5e7e5bbd72e9d6a,gpt-5.4,xhigh,high,2,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.10.0384__cites__10.1509_jmkr.44.4.702.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.10.0384__cites__10.1509_jmkr.44.4.702.json,,19927,1339,21266,
10.1509_jmr.09.0174__cites__10.1509_jmkr.43.4.693,ok,resp_0b3c42fda59a2ca50169dc1423aa588191a554eb0ae44146ea,gpt-5.4,xhigh,high,1,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0174__cites__10.1509_jmkr.43.4.693.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0174__cites__10.1509_jmkr.43.4.693.json,,22128,1000,23128,
10.1509_jmkr.48.3.472__cites__10.1509_jmkr.43.3.374,ok,resp_0e761e80b89f96880169dc141187dc81918ccf3a1ffc937e4c,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.3.472__cites__10.1509_jmkr.43.3.374.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.3.472__cites__10.1509_jmkr.43.3.374.json,,23619,1365,24984,
10.1509_jmr.09.0211__cites__10.1509_jmkr.40.4.454.19383,ok,resp_0b3106fd20adba010169dc14253bf88191a5d57c9c2661a1e8,gpt-5.4,xhigh,high,2,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0211__cites__10.1509_jmkr.40.4.454.19383.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0211__cites__10.1509_jmkr.40.4.454.19383.json,,24338,959,25297,
10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.1.30.18828,ok,resp_01d80d7e93319e060169dc140fa4788191a528bf9eae2d62ae,gpt-5.4,xhigh,high,1,substantive,other,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.1.30.18828.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.1.30.18828.json,,17573,1449,19022,
10.1509_jmr.09.0337__cites__10.1509_jmkr.40.2.210.19223,ok,resp_0ee35807a6c21a750169dc142dd80081919faf490ba4b29a07,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0337__cites__10.1509_jmkr.40.2.210.19223.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0337__cites__10.1509_jmkr.40.2.210.19223.json,,27590,833,28423,
10.1509_jmr.10.0035__cites__10.1509_jmkr.37.1.113.18717,ok,resp_0b678a832912e7830169dc140cf2448191816c99693e6aee52,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.10.0035__cites__10.1509_jmkr.37.1.113.18717.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.10.0035__cites__10.1509_jmkr.37.1.113.18717.json,,25750,1493,27243,
10.1509_jmr.09.0007__cites__10.1509_jmkr.46.1.17,ok,resp_0abfdcf7b8fa1cc30169dc141f63e8819190374a3847f3d29c,gpt-5.4,xhigh,high,1,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0007__cites__10.1509_jmkr.46.1.17.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0007__cites__10.1509_jmkr.46.1.17.json,,21547,1113,22660,
10.1509_jmr.09.0515__cites__10.1509_jmkr.2005.42.4.458,ok,resp_090efe28f61a232a0169dc143d8b208191afe3d15fa149bf80,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0515__cites__10.1509_jmkr.2005.42.4.458.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0515__cites__10.1509_jmkr.2005.42.4.458.json,,23029,522,23551,
10.1509_jmkr.48.3.472__cites__10.1509_jmkr.41.2.151.28665,ok,resp_09e1fa73b1a141b00169dc140eb99c8191bbf4e2ca9a48ebeb,gpt-5.4,xhigh,high,0,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.3.472__cites__10.1509_jmkr.41.2.151.28665.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.3.472__cites__10.1509_jmkr.41.2.151.28665.json,,23656,1451,25107,
10.1509_jmr.10.0063__cites__10.1509_jmkr.43.1.39,ok,resp_02e83dec249327490169dc140e83a08191883959f0f60e01b7,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.10.0063__cites__10.1509_jmkr.43.1.39.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.10.0063__cites__10.1509_jmkr.43.1.39.json,,19317,1512,20829,
10.1509_jmr.09.0401__cites__10.1509_jmr.07.0441,ok,resp_0afc399e5d6a526f0169dc1436a8548191acf273230cbc0109,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0401__cites__10.1509_jmr.07.0441.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0401__cites__10.1509_jmr.07.0441.json,,23959,685,24644,
10.1509_jmr.09.0401__cites__10.1509_jmkr.45.1.48,ok,resp_04d86641ca8c650c0169dc143173348191ad99e325186cc4e8,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0401__cites__10.1509_jmkr.45.1.48.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0401__cites__10.1509_jmkr.45.1.48.json,,23994,789,24783,
10.1509_jmr.08.0060__cites__10.1509_jmkr.38.3.326.18864,ok,resp_0ee1137554ced44b0169dc1418c3d0819188e3e4bd5c093caa,gpt-5.4,xhigh,high,2,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.08.0060__cites__10.1509_jmkr.38.3.326.18864.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.08.0060__cites__10.1509_jmkr.38.3.326.18864.json,,19962,1284,21246,
10.1509_jmr.09.0337__cites__10.1509_jmkr.44.3.425,ok,resp_0119ab9449ce54ab0169dc142ef93c8191b013bf3353c49607,gpt-5.4,xhigh,high,1,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0337__cites__10.1509_jmkr.44.3.425.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0337__cites__10.1509_jmkr.44.3.425.json,,27512,820,28332,
10.1509_jmkr.48.spl.s78__cites__10.1509_jmkr.48.spl.s60,ok,resp_02d873da1aad5d830169dc140a419081918171839cf1dfe8d0,gpt-5.4,xhigh,high,0,substantive,other,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.spl.s78__cites__10.1509_jmkr.48.spl.s60.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.spl.s78__cites__10.1509_jmkr.48.spl.s60.json,,21325,1609,22934,
10.1509_jmr.08.0060__cites__10.1509_jmkr.38.4.494.18901,ok,resp_03591ea88753ef050169dc1418f37081918e7468b6f0e81acf,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.08.0060__cites__10.1509_jmkr.38.4.494.18901.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.08.0060__cites__10.1509_jmkr.38.4.494.18901.json,,20111,1312,21423,
10.1509_jmr.09.0317__cites__10.1509_jmkr.45.5.519,ok,resp_0621387edac5b3320169dc142be94481918415bb06360262b7,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0317__cites__10.1509_jmkr.45.5.519.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0317__cites__10.1509_jmkr.45.5.519.json,,21487,940,22427,
10.1509_jmr.09.0315__cites__10.1509_jmkr.45.5.593,ok,resp_043833beaff4f83c0169dc1429663c819191770b1221e5909a,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0315__cites__10.1509_jmkr.45.5.593.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0315__cites__10.1509_jmkr.45.5.593.json,,17839,1012,18851,
10.1509_jmr.09.0401__cites__10.1509_jmkr.47.2.215,ok,resp_056e9d7f462cd5150169dc143176748191891ea5d5b6567c55,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0401__cites__10.1509_jmkr.47.2.215.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0401__cites__10.1509_jmkr.47.2.215.json,,23954,851,24805,
10.1509_jmr.09.0211__cites__10.1509_jmkr.40.1.26.19131,ok,resp_04e3244b1eea7dbf0169dc1424e3508191bb50b8bae05a77d3,gpt-5.4,xhigh,high,1,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0211__cites__10.1509_jmkr.40.1.26.19131.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0211__cites__10.1509_jmkr.40.1.26.19131.json,,24423,1128,25551,
10.1509_jmr.08.0355__cites__10.1509_jmkr.46.3.344,ok,resp_01baaa708062cdc60169dc141c426c81919cf790d27ecdea3e,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.08.0355__cites__10.1509_jmkr.46.3.344.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.08.0355__cites__10.1509_jmkr.46.3.344.json,,25161,1317,26478,
10.1509_jmr.09.0516__cites__10.1509_jmkr.45.4.462,ok,resp_0492bc66950fd97c0169dc140d997c819197a696ed3c43f333,gpt-5.4,xhigh,high,0,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0516__cites__10.1509_jmkr.45.4.462.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0516__cites__10.1509_jmkr.45.4.462.json,,18550,1631,20181,
10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.3.349.18865,ok,resp_05ded2cf9101497b0169dc140c057c8191bed8c3df079bdb61,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.3.349.18865.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.spl.s91__cites__10.1509_jmkr.38.3.349.18865.json,,17496,1667,19163,
10.1509_jmkr.48.4.683__cites__10.1509_jmkr.44.4.579,ok,resp_0b3559c2719df5520169dc13fb00e48191a283e29a6d47733f,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.4.683__cites__10.1509_jmkr.44.4.579.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.4.683__cites__10.1509_jmkr.44.4.579.json,,31338,2009,33347,
10.1509_jmr.09.0467__cites__10.1509_jmkr.45.1.77,ok,resp_070f4a1fdb539a810169dc143b8a248191b3c4611db0e38ce7,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0467__cites__10.1509_jmkr.45.1.77.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0467__cites__10.1509_jmkr.45.1.77.json,,26979,672,27651,
10.1509_jmr.09.0401__cites__10.1509_jmkr.43.4.564,ok,resp_06964f4ac0d7b0780169dc143124608191b45def76290f3047,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0401__cites__10.1509_jmkr.43.4.564.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0401__cites__10.1509_jmkr.43.4.564.json,,24031,916,24947,
10.1509_jmr.09.0174__cites__10.1509_jmkr.39.4.469.19117,ok,resp_057c0bffebd6e9d30169dc1423748c8191aaa65f0f5fceccbc,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.09.0174__cites__10.1509_jmkr.39.4.469.19117.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.09.0174__cites__10.1509_jmkr.39.4.469.19117.json,,22190,1207,23397,
10.1509_jmkr.48.4.741__cites__10.1509_jmkr.45.4.414,ok,resp_02fe53dcac67a91e0169dc140c29408191bb3ef7421b969cb3,gpt-5.4,xhigh,high,0,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.4.741__cites__10.1509_jmkr.45.4.414.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.4.741__cites__10.1509_jmkr.45.4.414.json,,25864,1690,27554,
10.1509_jmkr.48.5.827__cites__10.1509_jmkr.45.3.307,ok,resp_0c0983303f7f678c0169dc1406f83c81918f0f2d99c2308392,gpt-5.4,xhigh,high,2,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmkr.48.5.827__cites__10.1509_jmkr.45.3.307.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmkr.48.5.827__cites__10.1509_jmkr.45.3.307.json,,24101,1852,25953,
